invoiceNumber,po_id,amount,issue_date,due_date,paid_date,status,late_payment_flag,supplierReference,glAccount,costCenter,invoiceText,postingDate
INV-1410a5ea,PO-7baaa70fad,12696.17,2025-01-01T21:00:38,2025-01-31T21:00:38,2025-03-01T21:00:38,paid,True,6690501382701,GL-1131,CC-132,Invoice for PO PO-7baaa70fad,2025-01-06 21:00:38
INV-4f6f0ff0,PO-7baaa70fad,13782.87,2025-01-01T21:00:38,2025-01-31T21:00:38,2025-01-22T21:00:38,paid,False,6694135628587,GL-1083,CC-132,Invoice for PO PO-7baaa70fad,2025-01-10 21:00:38
INV-10d5d2fb,PO-7baaa70fad,11975.45,2025-01-01T21:00:38,2025-01-31T21:00:38,2025-01-25T21:00:38,paid,False,3232331798036,GL-1070,CC-132,Invoice for PO PO-7baaa70fad,2025-01-03 21:00:38
INV-77c37499,PO-7bec42b1b8,429.62,2024-07-08T08:27:36,2024-08-07T08:27:36,2024-07-29T08:27:36,paid,False,2343008006178,GL-1059,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-7bec42b1b8,2024-07-12 08:27:36
INV-ba219f39,PO-7bec42b1b8,411.08,2024-07-10T08:27:36,2024-08-09T08:27:36,2024-07-25T08:27:36,paid,False,5997172730529,GL-1007,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-7bec42b1b8,2024-07-15 08:27:36
INV-ca695b82,PO-7bec42b1b8,525.67,2024-07-08T08:27:36,2024-08-07T08:27:36,2024-07-30T08:27:36,paid,False,4467959749972,GL-1049,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-7bec42b1b8,2024-07-13 08:27:36
INV-273c920d,PO-7c8beadbbc,320.92,2024-12-29T03:46:03,2025-02-27T03:46:03,2025-02-23T03:46:03,paid,False,0152994578406,GL-1124,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-7c8beadbbc,2025-01-01 03:46:03
INV-9a40ad17,PO-7c8beadbbc,279.57,2024-12-26T03:46:03,2025-02-24T03:46:03,2025-02-16T03:46:03,paid,False,9385798634301,GL-1194,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-7c8beadbbc,2025-01-03 03:46:03
INV-bfd78db7,PO-7c8beadbbc,294.34,2024-12-27T03:46:03,2025-02-25T03:46:03,2025-02-20T03:46:03,paid,False,8509502914942,GL-1027,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-7c8beadbbc,2024-12-30 03:46:03
INV-e975da32,PO-7c918e844a,13704.63,2025-02-04T20:43:11,2025-03-06T20:43:11,2025-03-03T20:43:11,paid,False,6379239784178,GL-1161,CC-154,Invoice for PO PO-7c918e844a,2025-02-07 20:43:11
INV-42a00c16,PO-7c918e844a,15291.39,2025-02-05T20:43:11,2025-03-07T20:43:11,2025-02-21T20:43:11,paid,False,4791005029542,GL-1048,CC-154,Invoice for PO PO-7c918e844a,2025-02-12 20:43:11
INV-d99a1aec,PO-7c918e844a,14969.15,2025-02-04T20:43:11,2025-03-06T20:43:11,2025-03-04T20:43:11,paid,False,9873640967306,GL-1016,CC-154,Invoice for PO PO-7c918e844a,2025-02-07 20:43:11
INV-4f569a74,PO-7d12fc6d3c,46730.99,2024-03-09T09:00:57,2024-06-07T09:00:57,2024-05-28T09:00:57,paid,False,1136578898646,GL-1036,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-7d12fc6d3c,2024-03-12 09:00:57
INV-c96d0c3f,PO-7d12fc6d3c,53269.01,2024-03-07T09:00:57,2024-06-05T09:00:57,2024-06-01T09:00:57,paid,False,5080793507042,GL-1187,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-7d12fc6d3c,2024-03-16 09:00:57
INV-c597c445,PO-7d2d324ccc,1707.01,2024-07-25T11:13:35,2024-10-23T11:13:35,2024-10-19T11:13:35,paid,False,3068669918606,GL-1078,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-7d2d324ccc,2024-07-31 11:13:35
INV-9d576677,PO-7d2edbf768,219438.72,2023-12-01T20:48:25,2023-12-31T20:48:25,2023-12-17T20:48:25,paid,False,6409150175721,GL-1021,CC-165,Invoice for PO PO-7d2edbf768,2023-12-08 20:48:25
INV-a3eb1584,PO-7d30809a6e,24764.53,2024-12-31T20:51:53,2025-03-01T20:51:53,2025-02-23T20:51:53,paid,False,9176822736456,GL-1192,CC-155,Invoice for PO PO-7d30809a6e,2025-01-09 20:51:53
INV-aacf9353,PO-7db35961b7,190.25,2024-04-03T23:45:08,2024-07-02T23:45:08,2024-06-30T23:45:08,paid,False,5468883991764,GL-1134,CC-MKT-EM_SW_2024_001,Invoice for PO PO-7db35961b7,2024-04-08 23:45:08
INV-12d1c3bd,PO-7db35961b7,227.38,2024-04-03T23:45:08,2024-07-02T23:45:08,2024-06-18T23:45:08,paid,False,7160150916200,GL-1137,CC-MKT-EM_SW_2024_001,Invoice for PO PO-7db35961b7,2024-04-05 23:45:08
INV-1006c520,PO-7eb75c9cc8,858.33,2024-11-06T00:10:31,2025-02-04T00:10:31,2025-01-26T00:10:31,paid,False,7379471471347,GL-1053,CC-MKT-NS_MAG_2024_001,Invoice for PO PO-7eb75c9cc8,2024-11-15 00:10:31
INV-da4d5dd6,PO-7ecab4ff17,346.78,2024-12-04T13:21:13,2025-02-02T13:21:13,2025-03-01T13:21:13,paid,True,1557553559497,GL-1146,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-7ecab4ff17,2024-12-11 13:21:13
INV-94d018c4,PO-7ecab4ff17,397.19,2024-12-08T13:21:13,2025-02-06T13:21:13,2025-02-03T13:21:13,paid,False,4964003324197,GL-1170,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-7ecab4ff17,2024-12-13 13:21:13
INV-ea74827d,PO-7ed60f9209,27264.55,2023-12-23T21:03:25,2024-03-22T21:03:25,2024-03-09T21:03:25,paid,False,6501433218351,GL-1113,CC-110,Invoice for PO PO-7ed60f9209,2024-01-02 21:03:25
INV-cba9534b,PO-7f273ef2b4,1933.46,2024-04-28T16:46:05,2024-05-28T16:46:05,2024-05-21T16:46:05,paid,False,3669148255597,GL-1122,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-7f273ef2b4,2024-05-03 16:46:05
INV-033bf9c2,PO-7f273ef2b4,1610.21,2024-04-25T16:46:05,2024-05-25T16:46:05,2024-05-13T16:46:05,paid,False,4087023540627,GL-1059,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-7f273ef2b4,2024-05-05 16:46:05
INV-4dc04488,PO-803aea9a8a,346.6,2024-05-10T15:39:33,2024-06-09T15:39:33,2024-06-23T15:39:33,paid,True,5572446765614,GL-1076,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-803aea9a8a,2024-05-14 15:39:33
INV-3dfe486d,PO-803aea9a8a,383.04,2024-05-08T15:39:33,2024-06-07T15:39:33,2024-06-01T15:39:33,paid,False,2753182836001,GL-1006,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-803aea9a8a,2024-05-10 15:39:33
INV-3bca99c7,PO-803aea9a8a,356.84,2024-05-08T15:39:33,2024-06-07T15:39:33,2024-06-01T15:39:33,paid,False,7462539682127,GL-1054,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-803aea9a8a,2024-05-09 15:39:33
INV-6d7f69a4,PO-804e393df6,11.84,2024-12-20T15:04:08,2025-03-20T15:04:08,2025-03-07T15:04:08,paid,False,9761521201550,GL-1061,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-804e393df6,2024-12-27 15:04:08
INV-794c7b21,PO-804e393df6,13.8,2024-12-18T15:04:08,2025-03-18T15:04:08,2025-03-16T15:04:08,paid,False,2898620295795,GL-1100,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-804e393df6,2024-12-25 15:04:08
INV-aaa8d95e,PO-8052b77ec1,7675.24,2024-04-28T23:00:32,2024-05-28T23:00:32,2024-05-31T23:00:32,paid,True,2131610677110,GL-1184,CC-MKT-EL_MD_2024_001,Invoice for PO PO-8052b77ec1,2024-05-02 23:00:32
INV-8a6a1e0d,PO-8052b77ec1,7161.2,2024-04-28T23:00:32,2024-05-28T23:00:32,2024-05-20T23:00:32,paid,False,4146196723531,GL-1126,CC-MKT-EL_MD_2024_001,Invoice for PO PO-8052b77ec1,2024-05-05 23:00:32
INV-6add2b36,PO-805bf1f760,2882.42,2024-03-18T19:16:12,2024-05-17T19:16:12,2024-05-05T19:16:12,paid,False,7187044197309,GL-1134,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-805bf1f760,2024-03-28 19:16:12
INV-8d46a57e,PO-80dad105bc,35275.81,2023-04-30T20:49:03,2023-06-29T20:49:03,,overdue,False,2390552206936,GL-1032,CC-144,Invoice for PO PO-80dad105bc,2023-05-02 20:49:03
INV-81627ba9,PO-81a7adf9b0,134.28,2024-10-31T18:28:37,2024-12-30T18:28:37,2024-12-15T18:28:37,paid,False,8882581451271,GL-1043,CC-MKT-NS_MAG_2024_001,Invoice for PO PO-81a7adf9b0,2024-11-10 18:28:37
INV-0f22a2c5,PO-8336e45ce9,3602.9,2025-09-27T20:54:39,2025-12-26T20:54:39,2025-12-22T20:54:39,paid,False,4410026419643,GL-1078,CC-166,Invoice for PO PO-8336e45ce9,2025-10-01 20:54:39
INV-d91036e9,PO-8336e45ce9,4229.88,2025-09-27T20:54:39,2025-12-26T20:54:39,2025-12-30T20:54:39,paid,True,5052393275744,GL-1015,CC-166,Invoice for PO PO-8336e45ce9,2025-09-28 20:54:39
INV-ac5a163c,PO-839a787abc,110594.9,2023-12-30T20:54:00,2024-03-29T20:54:00,2024-03-14T20:54:00,paid,False,5386015638496,GL-1166,CC-180,Invoice for PO PO-839a787abc,2023-12-31 20:54:00
INV-78f94eca,PO-839a787abc,99786.61,2023-12-29T20:54:00,2024-03-28T20:54:00,2024-03-18T20:54:00,paid,False,4480337081693,GL-1154,CC-180,Invoice for PO PO-839a787abc,2023-12-30 20:54:00
INV-1067c79d,PO-83bbacdc85,3444.18,2024-12-22T17:19:10,2025-03-22T17:19:10,2025-04-13T17:19:10,paid,True,7929163687701,GL-1081,CC-MKT-DY_HOL_2024_001,Invoice for PO PO-83bbacdc85,2024-12-23 17:19:10
INV-53e59dcc,PO-83c00bd20e,123589.34,2023-01-05T21:02:46,2023-03-06T21:02:46,2023-03-31T21:02:46,paid,True,3251920843896,GL-1120,CC-158,Invoice for PO PO-83c00bd20e,2023-01-07 21:02:46
INV-44714efa,PO-83e45cb15a,28640.74,2024-07-01T21:00:21,2024-07-31T21:00:21,2024-07-26T21:00:21,paid,False,6009105817968,GL-1187,CC-125,Invoice for PO PO-83e45cb15a,2024-07-07 21:00:21
INV-bd1974d7,PO-83e45cb15a,29028.33,2024-07-02T21:00:21,2024-08-01T21:00:21,2024-07-22T21:00:21,paid,False,1219498281436,GL-1057,CC-125,Invoice for PO PO-83e45cb15a,2024-07-12 21:00:21
INV-aedcd3fa,PO-83e45cb15a,28389.81,2024-07-01T21:00:21,2024-07-31T21:00:21,,overdue,False,8189698677236,GL-1048,CC-125,Invoice for PO PO-83e45cb15a,2024-07-02 21:00:21
INV-2aa9c4ef,PO-8422f5d74a,3533.29,2024-03-21T21:53:11,2024-06-19T21:53:11,2024-07-06T21:53:11,paid,True,5155074495049,GL-1002,CC-MKT-DY_V15_2024_001,Invoice for PO PO-8422f5d74a,2024-03-29 21:53:11
INV-fe87e6f6,PO-8422f5d74a,3101.94,2024-03-19T21:53:11,2024-06-17T21:53:11,2024-06-02T21:53:11,paid,False,0256500548850,GL-1089,CC-MKT-DY_V15_2024_001,Invoice for PO PO-8422f5d74a,2024-03-26 21:53:11
INV-9781dd2d,PO-8422f5d74a,3364.77,2024-03-21T21:53:11,2024-06-19T21:53:11,2024-06-22T21:53:11,paid,True,1376359739328,GL-1188,CC-MKT-DY_V15_2024_001,Invoice for PO PO-8422f5d74a,2024-03-26 21:53:11
INV-acfd89f0,PO-8491a99c2c,4661.19,2023-12-04T20:40:14,2024-01-03T20:40:14,2023-12-25T20:40:14,paid,False,4619650727036,GL-1061,CC-153,Invoice for PO PO-8491a99c2c,2023-12-05 20:40:14
INV-30c1e9d3,PO-84b65681e8,196.64,2024-05-23T12:53:45,2024-07-22T12:53:45,2024-07-16T12:53:45,paid,False,0392711574346,GL-1125,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-84b65681e8,2024-05-29 12:53:45
INV-8bc2216f,PO-84b65681e8,197.5,2024-05-21T12:53:45,2024-07-20T12:53:45,2024-07-24T12:53:45,paid,True,9731049350108,GL-1050,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-84b65681e8,2024-05-27 12:53:45
INV-650d7599,PO-84b65681e8,156.26,2024-05-20T12:53:45,2024-07-19T12:53:45,,overdue,False,6463968000972,GL-1168,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-84b65681e8,2024-05-28 12:53:45
INV-66a30989,PO-853e0ba396,19742.42,2023-03-03T20:34:28,2023-05-02T20:34:28,2023-04-30T20:34:28,paid,False,3237312749717,GL-1145,CC-167,Invoice for PO PO-853e0ba396,2023-03-13 20:34:28
INV-e70723ae,PO-853e0ba396,19037.54,2023-03-05T20:34:28,2023-05-04T20:34:28,2023-04-28T20:34:28,paid,False,6336050543063,GL-1003,CC-167,Invoice for PO PO-853e0ba396,2023-03-07 20:34:28
INV-34325274,PO-853e0ba396,21566.91,2023-03-01T20:34:28,2023-04-30T20:34:28,2023-04-22T20:34:28,paid,False,6716212379936,GL-1008,CC-167,Invoice for PO PO-853e0ba396,2023-03-02 20:34:28
INV-33f494bd,PO-85421903c0,2039.79,2024-08-28T10:59:43,2024-10-27T10:59:43,2024-10-21T10:59:43,paid,False,1630065797233,GL-1105,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-85421903c0,2024-08-30 10:59:43
INV-76605732,PO-85421903c0,2206.43,2024-08-25T10:59:43,2024-10-24T10:59:43,2024-10-13T10:59:43,paid,False,4399949519596,GL-1191,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-85421903c0,2024-08-31 10:59:43
INV-9534d1f7,PO-85421903c0,2028.49,2024-08-27T10:59:43,2024-10-26T10:59:43,2024-11-06T10:59:43,paid,True,4568828395068,GL-1029,CC-MKT-DY_B2S_2024_001,Invoice for PO PO-85421903c0,2024-09-02 10:59:43
INV-14ba8a8e,PO-85b66e0dfb,3911.65,2024-05-06T17:43:22,2024-07-05T17:43:22,2024-07-03T17:43:22,paid,False,9939480329978,GL-1141,CC-MKT-EL_MD_2024_001,Invoice for PO PO-85b66e0dfb,2024-05-11 17:43:22
INV-a3ff66b7,PO-85c6b95923,122855.88,2024-07-27T20:59:23,2024-08-26T20:59:23,2024-09-04T20:59:23,paid,True,2848681549863,GL-1195,CC-139,Invoice for PO PO-85c6b95923,2024-07-29 20:59:23
INV-3a8d2ca9,PO-85c6b95923,127144.12,2024-07-29T20:59:23,2024-08-28T20:59:23,2024-08-20T20:59:23,paid,False,7614907385790,GL-1187,CC-139,Invoice for PO PO-85c6b95923,2024-07-30 20:59:23
INV-713f8a67,PO-871f7dfdca,640.51,2024-02-19T16:44:29,2024-04-19T16:44:29,2024-04-17T16:44:29,paid,False,9790212313470,GL-1104,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-871f7dfdca,2024-02-21 16:44:29
INV-75a53857,PO-871f7dfdca,722.08,2024-02-20T16:44:29,2024-04-20T16:44:29,2024-04-10T16:44:29,paid,False,5559124874141,GL-1071,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-871f7dfdca,2024-02-27 16:44:29
INV-d1f4b01a,PO-877c2dd77e,4442.74,2024-05-31T04:28:56,2024-06-30T04:28:56,2024-06-16T04:28:56,paid,False,3499104355685,GL-1008,CC-MKT-ADIDAS_INF_001,Invoice for PO PO-877c2dd77e,2024-06-06 04:28:56
INV-f0f3a996,PO-879d18b7c4,27518.14,2025-03-21T20:31:52,2025-06-19T20:31:52,2025-06-16T20:31:52,paid,False,5169946185709,GL-1039,CC-146,Invoice for PO PO-879d18b7c4,2025-03-29 20:31:52
INV-c3dc056c,PO-879d18b7c4,33004.09,2025-03-23T20:31:52,2025-06-21T20:31:52,2025-06-29T20:31:52,paid,True,6980726956796,GL-1139,CC-146,Invoice for PO PO-879d18b7c4,2025-03-26 20:31:52
INV-bc8c8bba,PO-879d18b7c4,31104.64,2025-03-21T20:31:52,2025-06-19T20:31:52,2025-06-15T20:31:52,paid,False,8877459798978,GL-1177,CC-146,Invoice for PO PO-879d18b7c4,2025-03-28 20:31:52
INV-3a21e989,PO-87ae1f1fc6,765.07,2024-06-27T12:39:39,2024-09-25T12:39:39,2024-09-22T12:39:39,paid,False,0416242800412,GL-1016,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-87ae1f1fc6,2024-07-03 12:39:39
INV-88fd97e0,PO-87ae1f1fc6,695.2,2024-06-28T12:39:39,2024-09-26T12:39:39,2024-09-11T12:39:39,paid,False,8821360901507,GL-1034,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-87ae1f1fc6,2024-06-29 12:39:39
INV-e4e34e29,PO-87ae1f1fc6,837.36,2024-06-29T12:39:39,2024-09-27T12:39:39,2024-09-12T12:39:39,paid,False,4389642021977,GL-1032,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-87ae1f1fc6,2024-07-01 12:39:39
INV-073da167,PO-884d7b9462,2285.38,2024-08-04T21:04:05,2024-11-02T21:04:05,2024-10-23T21:04:05,paid,False,9711561523259,GL-1194,CC-127,Invoice for PO PO-884d7b9462,2024-08-07 21:04:05
INV-c3aec972,PO-884d7b9462,2218.38,2024-08-06T21:04:05,2024-11-04T21:04:05,2024-11-15T21:04:05,paid,True,6652132258534,GL-1144,CC-127,Invoice for PO PO-884d7b9462,2024-08-15 21:04:05
INV-68bca4bf,PO-8877aa2d27,6000.0,2024-06-22T15:31:19,2024-07-22T15:31:19,2024-07-14T15:31:19,paid,False,5068028518728,GL-1039,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-8877aa2d27,2024-06-23 15:31:19
INV-f885e179,PO-88b42103e3,1967.52,2024-05-05T20:42:31,2024-06-04T20:42:31,2024-05-30T20:42:31,paid,False,7769255263877,GL-1199,CC-126,Invoice for PO PO-88b42103e3,2024-05-15 20:42:31
INV-7a627e00,PO-88b42103e3,2268.73,2024-05-02T20:42:31,2024-06-01T20:42:31,2024-05-28T20:42:31,paid,False,0764560485898,GL-1184,CC-126,Invoice for PO PO-88b42103e3,2024-05-08 20:42:31
INV-353b391c,PO-88b42103e3,2176.94,2024-05-03T20:42:31,2024-06-02T20:42:31,2024-05-22T20:42:31,paid,False,2165439795410,GL-1090,CC-126,Invoice for PO PO-88b42103e3,2024-05-04 20:42:31
INV-50a9f9da,PO-8930a22ab4,19672.29,2024-03-23T20:53:41,2024-06-21T20:53:41,,overdue,False,6537996947650,GL-1036,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-8930a22ab4,2024-03-24 20:53:41
INV-f770a045,PO-8930a22ab4,20872.14,2024-03-24T20:53:41,2024-06-22T20:53:41,2024-06-09T20:53:41,paid,False,6787377706691,GL-1183,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-8930a22ab4,2024-03-25 20:53:41
INV-66a07d00,PO-899b565784,4810.45,2024-12-23T20:54:24,2025-01-22T20:54:24,2025-01-20T20:54:24,paid,False,0637210389122,GL-1042,CC-138,Invoice for PO PO-899b565784,2024-12-29 20:54:24
INV-9f1675ec,PO-899b565784,5097.09,2024-12-25T20:54:24,2025-01-24T20:54:24,2025-01-15T20:54:24,paid,False,1156687695219,GL-1007,CC-138,Invoice for PO PO-899b565784,2024-12-26 20:54:24
INV-c725f8ee,PO-899b565784,5206.11,2024-12-25T20:54:24,2025-01-24T20:54:24,2025-01-17T20:54:24,paid,False,9642423910125,GL-1171,CC-138,Invoice for PO PO-899b565784,2025-01-03 20:54:24
INV-b8ebf38d,PO-89e0df0fc5,361.9,2025-01-09T08:15:31,2025-04-09T08:15:31,2025-03-25T08:15:31,paid,False,5252119360215,GL-1021,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-89e0df0fc5,2025-01-18 08:15:31
INV-d2816735,PO-89e0df0fc5,394.59,2025-01-07T08:15:31,2025-04-07T08:15:31,2025-04-08T08:15:31,paid,True,1869083130856,GL-1003,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-89e0df0fc5,2025-01-10 08:15:31
INV-9630865a,PO-8a72c5b7e8,364.54,2024-11-05T16:59:24,2025-01-04T16:59:24,2024-12-22T16:59:24,paid,False,6428283437865,GL-1086,CC-MKT-NS_MAG_2024_001,Invoice for PO PO-8a72c5b7e8,2024-11-14 16:59:24
INV-ddb41191,PO-8a72c5b7e8,360.11,2024-11-06T16:59:24,2025-01-05T16:59:24,2025-01-21T16:59:24,paid,True,1836696114412,GL-1091,CC-MKT-NS_MAG_2024_001,Invoice for PO PO-8a72c5b7e8,2024-11-12 16:59:24
INV-1a643c87,PO-8a72c5b7e8,282.74,2024-11-05T16:59:24,2025-01-04T16:59:24,2024-12-20T16:59:24,paid,False,5339287530555,GL-1121,CC-MKT-NS_MAG_2024_001,Invoice for PO PO-8a72c5b7e8,2024-11-09 16:59:24
INV-83fbe7cb,PO-8aa4531868,3839.51,2024-04-19T08:48:09,2024-07-18T08:48:09,2024-08-06T08:48:09,paid,True,0290653908390,GL-1193,CC-MKT-EL_DWR_2024_001,Invoice for PO PO-8aa4531868,2024-04-20 08:48:09
INV-3a5bf15c,PO-8ab545b646,49075.0,2024-12-03T05:41:33,2025-03-03T05:41:33,2025-02-26T05:41:33,paid,False,9981659167881,GL-1153,CC-MKT-ADIDAS_BF_001,Invoice for PO PO-8ab545b646,2024-12-11 05:41:33
INV-22325288,PO-8ae74037a3,17575.82,2025-01-27T20:35:38,2025-04-27T20:35:38,2025-04-29T20:35:38,paid,True,5401502833137,GL-1023,CC-168,Invoice for PO PO-8ae74037a3,2025-01-29 20:35:38
INV-b9ac5304,PO-8aeedce030,886.03,2024-05-13T05:21:06,2024-08-11T05:21:06,2024-08-27T05:21:06,paid,True,9104584389207,GL-1142,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-8aeedce030,2024-05-23 05:21:06
INV-06f9e706,PO-8aeedce030,913.97,2024-05-17T05:21:06,2024-08-15T05:21:06,2024-08-11T05:21:06,paid,False,1573990824660,GL-1178,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-8aeedce030,2024-05-25 05:21:06
INV-9833b2fc,PO-8aff2f5cf1,2769.31,2023-08-21T21:04:09,2023-10-20T21:04:09,2023-10-05T21:04:09,paid,False,7420916483316,GL-1199,CC-115,Invoice for PO PO-8aff2f5cf1,2023-08-31 21:04:09
INV-2fe30b9e,PO-8aff2f5cf1,2653.12,2023-08-23T21:04:09,2023-10-22T21:04:09,,overdue,False,5756882902899,GL-1108,CC-115,Invoice for PO PO-8aff2f5cf1,2023-08-30 21:04:09
INV-99a5bc19,PO-8aff2f5cf1,3111.46,2023-08-23T21:04:09,2023-10-22T21:04:09,2023-11-05T21:04:09,paid,True,4913410905918,GL-1035,CC-115,Invoice for PO PO-8aff2f5cf1,2023-09-01 21:04:09
INV-c1e8f57b,PO-8b7024d098,25924.52,2025-10-18T20:49:27,2025-11-17T20:49:27,2025-11-07T20:49:27,paid,False,6229999847739,GL-1135,CC-123,Invoice for PO PO-8b7024d098,2025-10-24 20:49:27
INV-090fd270,PO-8b7024d098,27890.01,2025-10-16T20:49:27,2025-11-15T20:49:27,2025-11-08T20:49:27,paid,False,8787054300660,GL-1152,CC-123,Invoice for PO PO-8b7024d098,2025-10-22 20:49:27
INV-f0db1aef,PO-8b7024d098,25869.99,2025-10-18T20:49:27,2025-11-17T20:49:27,2025-11-16T20:49:27,paid,False,7001470886463,GL-1087,CC-123,Invoice for PO PO-8b7024d098,2025-10-20 20:49:27
INV-b7401da5,PO-8b803fbb3a,35075.01,2023-09-23T20:52:24,2023-10-23T20:52:24,2023-10-17T20:52:24,paid,False,1789856301941,GL-1116,CC-117,Invoice for PO PO-8b803fbb3a,2023-09-24 20:52:24
INV-5f6bd9e3,PO-8b803fbb3a,38888.5,2023-09-27T20:52:24,2023-10-27T20:52:24,2023-10-23T20:52:24,paid,False,1868209790547,GL-1143,CC-117,Invoice for PO PO-8b803fbb3a,2023-10-01 20:52:24
INV-7ebf31ba,PO-8c06128611,4677.24,2025-01-21T00:02:31,2025-04-21T00:02:31,2025-04-09T00:02:31,paid,False,8184542279567,GL-1026,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-8c06128611,2025-01-22 00:02:31
INV-1876aa06,PO-8c7dba321d,5054.32,2023-09-30T20:55:40,2023-12-29T20:55:40,2023-12-21T20:55:40,paid,False,4503890322581,GL-1199,CC-151,Invoice for PO PO-8c7dba321d,2023-10-01 20:55:40
INV-40de85d6,PO-8c7dba321d,5622.07,2023-09-30T20:55:40,2023-12-29T20:55:40,2023-12-22T20:55:40,paid,False,2244492045608,GL-1006,CC-151,Invoice for PO PO-8c7dba321d,2023-10-09 20:55:40
INV-018e81e8,PO-8ced934735,15371.75,2025-09-07T20:58:27,2025-12-06T20:58:27,2025-12-05T20:58:27,paid,False,4733383208263,GL-1109,CC-180,Invoice for PO PO-8ced934735,2025-09-16 20:58:27
INV-ba430561,PO-8ced934735,14269.06,2025-09-03T20:58:27,2025-12-02T20:58:27,2025-11-30T20:58:27,paid,False,3455611708864,GL-1120,CC-180,Invoice for PO PO-8ced934735,2025-09-07 20:58:27
INV-7b2ca75b,PO-8ced934735,17917.05,2025-09-07T20:58:27,2025-12-06T20:58:27,2025-11-27T20:58:27,paid,False,0808796938800,GL-1049,CC-180,Invoice for PO PO-8ced934735,2025-09-13 20:58:27
INV-44f4cbca,PO-8d3ddf1c7f,243695.64,2023-04-03T20:48:57,2023-06-02T20:48:57,2023-05-26T20:48:57,paid,False,6798718703118,GL-1165,CC-131,Invoice for PO PO-8d3ddf1c7f,2023-04-11 20:48:57
INV-818754c0,PO-8e8407588a,3000.0,2024-09-08T21:58:20,2024-10-08T21:58:20,2024-10-20T21:58:20,paid,True,0360131141615,GL-1062,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-8e8407588a,2024-09-09 21:58:20
INV-1f5536f3,PO-8fb29c0f71,1189.99,2024-06-12T20:18:34,2024-09-10T20:18:34,2024-09-04T20:18:34,paid,False,3385192709755,GL-1069,CC-MKT-ADIDAS_SS_ROAS_001,Invoice for PO PO-8fb29c0f71,2024-06-16 20:18:34
INV-fdf8842b,PO-8fb29c0f71,1126.36,2024-06-11T20:18:34,2024-09-09T20:18:34,2024-09-07T20:18:34,paid,False,9294185025014,GL-1150,CC-MKT-ADIDAS_SS_ROAS_001,Invoice for PO PO-8fb29c0f71,2024-06-15 20:18:34
INV-ec76a744,PO-90d8a01ab7,2968.88,2024-06-10T18:53:46,2024-07-10T18:53:46,2024-06-28T18:53:46,paid,False,4264330790888,GL-1182,CC-MKT-EM_UPG_2024_001,Invoice for PO PO-90d8a01ab7,2024-06-14 18:53:46
INV-77a0f58f,PO-90d8a01ab7,2996.44,2024-06-08T18:53:46,2024-07-08T18:53:46,2024-07-01T18:53:46,paid,False,0316030769948,GL-1136,CC-MKT-EM_UPG_2024_001,Invoice for PO PO-90d8a01ab7,2024-06-16 18:53:46
INV-4384a7bf,PO-90d8a01ab7,3034.68,2024-06-12T18:53:46,2024-07-12T18:53:46,2024-08-01T18:53:46,paid,True,1584172700115,GL-1136,CC-MKT-EM_UPG_2024_001,Invoice for PO PO-90d8a01ab7,2024-06-13 18:53:46
