vendorCode,legalName,category_L1,category_L2,category_L3,category_L4,address,country,contactPerson,isActive,financialHealth,paymentTerms,masterContractId,lastAnnualRevenue,riskScore
SUP-2b3c9590,Stretch & Shrink Wrap Solutions GmbH,Direct Materials,Packaging Materials,Tertiary Packaging & Shipping Supplies,Stretch & Shrink Wrap,Paffrathstr. 5151 07159 Holzminden,Germany,Anna Müller,True,Medium,Net 90,,2747.26,25.0
SUP-a8cbdfc6,SafeGear Solutions GmbH,Technical Materials,"MRO (Maintenance, Repair & Operations)",Safety & PPE (Personal Protective Equipment),"Safety Gloves, Goggles & Hard Hats",Gehringerstr. 38-49 92078 Brandenburg,Germany,Michael Bauer,True,Medium,Net 60,,2707.87,25.0
SUP-20a38ffa,HunClean Solutions,Indirect Services and Materials,Facility Services,Facility Management,Janitorial & Cleaning Services,Némettamásii utca 148. H-2339 Hídkövesd,Hungary,Judit Kovacs,True,Low,Net 60,CTR-c9152d9a50,0.0,0.0
SUP-8a0df81e,Lithuania Energy Solutions Ltd.,Indirect Services and Materials,Logistics,Fleet Management,"Fuel, Fuel Cards & Management",USNV Gagys FPO AP 83292,Lithuania,Anna Sutormina,True,Medium,Net 90,,360013.8,10.0
SUP-ca6a6e32,Office Solutions GmbH,Indirect Services and Materials,Facility Services,Office Supplies & Services,Office Furniture & Fixtures,Krauseweg 8 06867 Pegnitz,Germany,Anna Müller,True,Low,Net 90,CTR-d2148d9210,0.0,15.0
SUP-2b5c8e47,Blick auf Schriftstoffe GmbH,Indirect Services and Materials,Facility Services,Office Supplies & Services,Stationery & Consumables,Scholtzgasse 3/7 23433 Heiligenstadt,Germany,Anna Müller,True,Medium,Net 60,CTR-3db9623c67,0.0,25.0
SUP-059257e5,Greece Mail Solutions,Indirect Services and Materials,Facility Services,Office Supplies & Services,Mail & Document Management,"Μελιάς 7, 00659 Πολύγυρος",Greece,Alexandros Papadopoulos,True,Low,Net 90,,5922.1,0.0
SUP-466b6c8a,DocuMail Solutions FR,Indirect Services and Materials,Facility Services,Office Supplies & Services,Mail & Document Management,rue Gilbert Baron 84636 Dialloboeuf,France,Marie Dubois,True,Medium,Net 90,,0.0,10.0
SUP-9ab4c841,BoxMaster GmbH,Direct Materials,Packaging Materials,Secondary Packaging,Corrugated Boxes & Cartons,Scholzweg 71-53 45809 Weimar,Germany,Anna Müller,True,Medium,Net 30,CTR-1dc10c8178,328358.95,50.0
SUP-a58523f6,WelfareTech Solutions GmbH,Indirect Services and Materials,Corporate & Professional Services,Human Resources Services,Employee Welfare & Assistance Programs,Andres-Ehlert-Gasse 6 23616 Rottweil,Germany,Hans Müller,True,Low,Net 60,,0.0,15.0
SUP-411b48af,Servidora Salario y Beneficios S.A.,Indirect Services and Materials,Corporate & Professional Services,Human Resources Services,Payroll & Benefits Administration,"Via Germán Valentín 40 Apt. 77 Albacete, 18234",Peru,María del Carmen Fernández García,True,Medium,Net 60,,1530.48,25.0
SUP-a09e1cec,Herzliche Getreide GmbH,Direct Materials,Raw Materials,Agricultural Products,Grains & Cereals,Miesstraße 4-5 29902 Füssen,Germany,Anna Müller,True,Low,Net 60,CTR-e63e022563,0.0,15.0
SUP-24da1076,LegalShield GmbH,Indirect Services and Materials,Corporate & Professional Services,Legal Services,Litigation & Dispute Resolution,Nuri-Hänel-Gasse 8/3 98109 Ueckermünde,Germany,Anna Schmidt,True,Medium,Net 30,,388461.77,25.0
SUP-782ebc15,Productivity Solutions Greece,Indirect Services and Materials,IT & Technology,Software,"Productivity & Collaboration Suites (Office, Email)","Αγίου Κυρίλλου 31-93, 93335 Κοζάνη",Greece,Maria Papadopoulos,False,Low,Net 60,CTR-5ebeff274e,0.0,0.0
SUP-c3b745c0,Green Valley Utilities Inc.,Indirect Services and Materials,Facility Services,Real Estate & Utilities,"Utilities (Gas, Electricity, Water)","692 Jacob Light Apt. 877 Williamsberg, MP 50963",United States,Emily Johnson,True,Low,Net 90,CTR-7317a16932,41000.9,0.0
SUP-e9f9acda,Optima Data Solutions GmbH,Indirect Services and Materials,IT & Technology,Hardware,"Data Center (Servers, Storage)",Luis-Birnbaum-Ring 8 34875 Fürstenwalde,Germany,Michael Schneider,True,Low,Net 60,CTR-76edbde696,67826.73000000001,15.0
SUP-e7fa1624,TechGadgets Lux,Indirect Services and Materials,IT & Technology,Hardware,"Peripherals & Accessories (Printers, Keyboards)","6, boulevard de Boulanger 24374 Gautier-sur-Marchal",Luxembourg,John Doe,True,Low,Net 60,,0.0,0.0
SUP-76687d4e,TechSupport Solutions GmbH,Indirect Services and Materials,IT & Technology,IT Services & Telecom,"Managed Services (Helpdesk, Network Management)",Scholtzstraße 7483 43205 Dinslaken,Germany,Anna Müller,True,Medium,Net 60,,275061.84,25.0
SUP-db324325,EcoBite Catering & Vending Services GmbH,Indirect Services and Materials,Facility Services,Office Supplies & Services,Catering & Vending Services,Krzysztof-Conradi-Gasse 99-19 83221 Finsterwalde,Germany,Krzysztof Konrad,True,Low,Net 90,CTR-e8570d9889,41286.64,15.0
SUP-e3ef5768,Mittelost Vertriebs GmbH,Indirect Services and Materials,Marketing & Sales,Sales Support,Merchandising Services,Rudolphring 1-3 93040 Mühldorf am Inn,Germany,Anna Weber,True,Low,Net 30,CTR-f36a424f3c,45290.08,15.0
SUP-ab8dfa87,Greece Express Freight & Customs Solutions,Indirect Services and Materials,Logistics,Transportation & Freight,Freight Forwarding & Customs Brokerage,"Θραψιμίου 6, 590 45 Ηράκλειο",Greece,Anna Papadopoulos,True,Medium,Net 90,CTR-a64d08339e,18744.01,10.0
SUP-0b301a1b,SecureTech Solutions s.r.o.,Indirect Services and Materials,Facility Services,Security Services,Access Control Systems,Evropská 348 175 92 Budišov nad Budišovkou,Czech Republic,Jana Novak,True,Low,Net 60,,0.0,0.0
SUP-82c0e1cd,Guardian Security Services GmbH,Indirect Services and Materials,Facility Services,Security Services,Manned Guarding,Schlosserstraße 744 67894 Neuruppin,Germany,Anna Müller,False,Low,Net 60,CTR-1bd5f0f9a0,0.0,15.0
SUP-2f9a2ac9,SecureNet Consulting GmbH,Indirect Services and Materials,Facility Services,Security Services,Security Consulting & Risk Assessment,Beate-Tlustek-Ring 1-1 53967 Kulmbach,Germany,Anna Müller,True,Medium,Net 90,CTR-2013c6a766,0.0,25.0
SUP-e950e117,AutoCare GmbH,Indirect Services and Materials,Logistics,Fleet Management,Vehicle Maintenance & Repair,Erdogan-Ruppert-Gasse 290 36199 Rottweil,Germany,Anna Schneider,False,Medium,Net 30,CTR-020716b30d,0.0,25.0
SUP-7d4ced31,Adidas Sponsorship GmbH,Indirect Services and Materials,Marketing & Sales,Marketing & Advertising,Sponsorships & Partnerships,Roggestraße 594 60483 Dresden,Germany,Anna Müller,True,Low,Net 60,,27399.870000000003,15.0
SUP-6a7eb83b,Greece Glassware & Plasticware Co.,Technical Materials,R&D and Laboratory,Lab Supplies,Glassware & Plasticware,"Κωνσταντινάτου 09, ΤΚ 740 67 Χίος",Greece,Anna Michailidis,True,Low,Net 30,CTR-5af79513a3,360080.88,0.0
SUP-c557f555,Analytical Instruments GmbH,Technical Materials,R&D and Laboratory,Lab Equipment,"Analytical Equipment (Spectrometers, Microscopes)",Elwira-Speer-Allee 2-2 72905 Schweinfurt,Germany,Greta Hoffmann,True,Low,Net 90,CTR-d47a77394c,353084.26,70.0
SUP-8b03f0a1,EnergieManagement GmbH,Indirect Services and Materials,Facility Services,Real Estate & Utilities,Energy Management & Sustainability Services,Walterstr. 78 30474 Mallersdorf,Germany,Anna Müller,True,Low,Net 60,CTR-e747637b3b,0.0,15.0
SUP-4c6fe3ea,InvenSys Solutions s.r.o.,Indirect Services and Materials,Logistics,Warehousing & Distribution,Inventory Management Systems,Tylišovská 6 601 48 Pohořelice,Czech Republic,Jana Novak,False,Low,Net 90,CTR-5a4a5fde60,0.0,0.0
SUP-d80100a8,Tübinger Textillieferanten GmbH,Direct Materials,Raw Materials,Agricultural Products,"Fibers (Cotton, Wool)",Fritschring 870 70442 Tübingen,Germany,Anna Müller,True,Low,Net 90,CTR-99dbed6b63,456334.57,55.0
SUP-64958b7f,EuroTrans Logistics,Indirect Services and Materials,Logistics,Transportation & Freight,Freight Forwarding & Customs Brokerage,"Contrada Turci, 24 Appartamento 19 00026, Licenza (RM)",Italy,Marco Rossi,True,Low,Net 90,CTR-b2ac3d1c1b,0.0,0.0
SUP-b17dbe12,Madison Print Solutions,Indirect Services and Materials,Facility Services,Office Supplies & Services,Print & Copy Services,80 Hennelley Street N02PKXW Madison Ville,Ireland,Emily O'Connor,True,Low,Net 30,CTR-b96bbc220c,6658.49,0.0
SUP-20d9b276,SecureSafe Solutions Oy,Indirect Services and Materials,Facility Services,Security Services,Security Consulting & Risk Assessment,Vaakalinnunpolku 84 01363 Askola,Finland,Anna Kallio,True,Low,Net 60,CTR-8c783e7577,5695.8,0.0
SUP-0b9f700f,Altes Lagern GmbH,Indirect Services and Materials,Logistics,Warehousing & Distribution,Warehouse Rental & Storage,Madeleine-Hiller-Straße 89 93170 Freudenstadt,Germany,Sophia Becker,True,Medium,Net 60,CTR-1e83a87d08,28472.3,25.0
SUP-0093bdd6,EnergieWise GmbH,Indirect Services and Materials,Facility Services,Real Estate & Utilities,Energy Management & Sustainability Services,Oskar-Dörr-Straße 4/9 26649 Bautzen,Germany,Anna Müller,True,High,Net 90,CTR-86b680a0db,279423.25,40.0
SUP-0b59c0fe,Netzwerk-Lösungen GmbH,Indirect Services and Materials,IT & Technology,Hardware,"Networking (Routers, Switches, Firewalls)",Andersallee 10-25 14701 Guben,Germany,Anna Müller,True,Low,Net 60,CTR-9d29bdb193,0.0,15.0
SUP-ba8d5db2,Analytic Insights GmbH,Indirect Services and Materials,Marketing & Sales,Market Research,"Data, Surveys & Analysis",Budigstraße 891 20709 Kitzingen,Germany,Dr. Anna Müller,False,Low,Net 90,CTR-e65c8bb51b,58737.37,15.0
SUP-1a87614c,Bundesenergieversorgung GmbH,Indirect Services and Materials,Facility Services,Real Estate & Utilities,"Utilities (Gas, Electricity, Water)",Klaus-Dieter-Thies-Platz 32/58 61639 Bischofswerda,Germany,Anna Müller,True,Medium,Net 90,,0.0,25.0
SUP-cc58e46c,SecurePay Solutions GmbH,Indirect Services and Materials,Corporate & Professional Services,Financial Services,Payment Processing,Wähnerstraße 179 60039 Göppingen,Germany,Anna Müller,True,Low,Net 90,,6809.52,15.0
SUP-3cc5caef,Hiring Solutions Canada Inc.,Indirect Services and Materials,Corporate & Professional Services,Human Resources Services,"Recruitment & Staffing (Permanent, Temporary)","601 Erica Rapids Apt. 312 Johnsonview, NL V9B 5C9",Canada,Emily Thompson,True,Medium,Net 60,CTR-f58609cad1,2505.91,10.0
SUP-67158420,Elevate Workspace Solutions,Indirect Services and Materials,IT & Technology,Software,"Productivity & Collaboration Suites (Office, Email)",10 McPolin Street H16 WW57 Conor Ville,Ireland,Michael O'Reilly,True,High,Net 90,,23974.68,25.0
SUP-363f7c0d,Merseburger Vertriebsfachleute GmbH,Indirect Services and Materials,Marketing & Sales,Sales Support,Sales Training,Hamannstraße 9-5 04040 Merseburg,Germany,Karin Schmidt,True,High,Net 30,CTR-8fdde53bef,77762.23,40.0
SUP-6667cf1d,CloudSphere Hosting Solutions GmbH,Indirect Services and Materials,IT & Technology,IT Services & Telecom,"Cloud & Hosting (IaaS, PaaS, SaaS)",Anatoli-Döring-Gasse 7/3 71005 Sankt Goar,Germany,Anna Müller,True,Low,Net 60,CTR-cc728f29eb,245590.83,15.0
SUP-6b7f0f79,NetzwerkLösungen GmbH,Indirect Services and Materials,IT & Technology,Hardware,"Networking (Routers, Switches, Firewalls)",Steffi-Oestrovsky-Platz 7013 91118 Schwarzenberg,Germany,Steffi Oestrovsky,True,Low,Net 90,,0.0,15.0
SUP-a6a6178e,FleetTrack Solutions Ltd,Indirect Services and Materials,Logistics,Fleet Management,Telematics & Fleet Tracking,Studio 12 Mitchell ridges Normanhaven L91 5UR,United Kingdom,Jane Smith,True,Medium,Net 90,CTR-042c38f77c,37415.69,10.0
SUP-c90450b4,LogiCore Solutions GmbH,Indirect Services and Materials,Logistics,Warehousing & Distribution,Order Fulfillment & Value-Added Services,Pero-Tröst-Platz 4 36852 Haldensleben,Germany,Anna Müller,False,Medium,Net 30,CTR-19562167d3,77404.42000000001,25.0
SUP-f4ae8ef6,TechAccess Supplies GmbH,Indirect Services and Materials,IT & Technology,Hardware,"Peripherals & Accessories (Printers, Keyboards)",Margrafgasse 92/46 30875 Roding,Germany,Anna Müller,True,Medium,Net 90,CTR-855f4807fd,37059.2,25.0
SUP-d592ad64,ChemTech Solutions GmbH,Technical Materials,R&D and Laboratory,Lab Supplies,Chemicals & Reagents,Mark-Stiebitz-Straße 2973 17207 Viechtach,Germany,Anna Müller,True,Low,Net 30,CTR-60584fc9b2,333109.55,47.5
SUP-bf59cdda,ColorTech GmbH,Direct Materials,Raw Materials,Chemicals,"Coatings, Pigments & Dyes",Kamil-Werner-Straße 2281 97940 Neustadt am Rübenberge,Germany,Anna Schmidt,True,Low,Net 30,,54547.47,15.0
SUP-d8196062,NetSupport Managed Services s.r.o.,Indirect Services and Materials,IT & Technology,IT Services & Telecom,"Managed Services (Helpdesk, Network Management)",Úpská 955 653 60 Sezemice,Czech Republic,Jana Novak,True,Medium,Net 90,CTR-d16e3c4e0a,0.0,10.0
SUP-ba5c016c,SecureGuard Solutions Inc.,Indirect Services and Materials,Facility Services,Security Services,Security Consulting & Risk Assessment,"13120 Knight Trail Brandonview, NU V6G 2T9",Canada,Emily Thompson,True,High,Net 30,,0.0,25.0
SUP-b81464d7,Rothenburg Promotions GmbH,Indirect Services and Materials,Marketing & Sales,Events & Promotions,Promotional Goods & Branded Merchandise,Hoffmannstraße 44-24 32842 Rothenburg ob der Tauber,Germany,Anna Müller,True,Low,Net 60,CTR-92be5f3c38,70748.23,15.0
SUP-66a3286d,OptiWork Solutions GmbH,Indirect Services and Materials,IT & Technology,Software,"Productivity & Collaboration Suites (Office, Email)",Kühnertallee 5 19625 Neuruppin,Germany,Anna Müller,True,Low,Net 90,CTR-3fc94eaba1,12263.75,15.0
SUP-4fcbf305,CRM Solutions GmbH,Indirect Services and Materials,Marketing & Sales,Sales Support,Customer Relationship Management (CRM) Tools,Adolphstraße 2-8 84273 Forst,Germany,Anna Müller,True,Low,Net 30,CTR-53371d8f84,21474.88,15.0
SUP-0c353697,PakPower Utilities,Indirect Services and Materials,Facility Services,Real Estate & Utilities,"Utilities (Gas, Electricity, Water)","6651 Ayaan Trace Suite 565 South Ayyubi, NV 83954",Pakistan,Amir Hassan,True,Low,Net 90,CTR-4c90c6daa9,53838.92,30.0
SUP-b4bd4fe1,GreenPath Environmental Solutions GmbH,Indirect Services and Materials,Corporate & Professional Services,Consulting,Environmental & Sustainability Consulting,Sigurd-Adler-Gasse 98 44958 Osterburg,Germany,Anna Müller,True,Medium,Net 90,CTR-13ff4c76d3,0.0,25.0
SUP-de46b701,MobilCom GmbH,Indirect Services and Materials,IT & Technology,IT Services & Telecom,"Telecommunications (Mobile, Fixed Line, Internet)",Hamannstraße 280 39304 Plauen,Germany,Anna Schröder,True,Low,Net 60,CTR-8a21a6a03d,37874.94,15.0
SUP-7210a52f,Sicherheitsanlagen GmbH,Indirect Services and Materials,Facility Services,Security Services,Alarm Systems & Monitoring,Waldtraut-Bohlander-Gasse 995 57084 Sömmerda,Germany,Waldtraut Bauer,True,Low,Net 30,CTR-2f6d78772f,226401.84,15.0
SUP-7da5d1cd,Merchandising Services GmbH,Indirect Services and Materials,Marketing & Sales,Sales Support,Merchandising Services,Eigenwilligplatz 49/71 78808 Wanzleben,Germany,Anna Müller,True,Low,Net 30,CTR-1561a35dbc,354726.17,15.0
SUP-90e01fcb,SecureGuard Consulting GmbH,Indirect Services and Materials,Facility Services,Security Services,Security Consulting & Risk Assessment,Truppweg 82/91 83653 Oranienburg,Germany,Anna Müller,True,High,Net 90,,25243.29,40.0
SUP-aa593ab7,EventMaster Norway AS,Indirect Services and Materials,Marketing & Sales,Events & Promotions,Event Management & Production,"Karlsenmyra 8, 1564 Karlbø",Norway,Bjorn Olsen,True,Low,Net 60,CTR-79a7499b0f,47497.29,0.0
SUP-c69fbf81,Bangladesh Value-Added Logistics Solutions,Indirect Services and Materials,Logistics,Warehousing & Distribution,Order Fulfillment & Value-Added Services,"ষ্টুডিও ৩, বাসা নং ৪, পূর্ব মাধবগঞ্জ, বোরহানহাট, গাজীপুর, ৪৫৩৮",Bangladesh,Md. Atiqur Rahman,True,Low,Net 30,,33689.02,30.0
SUP-8ba479a8,Kaiser Energie GmbH,Indirect Services and Materials,Facility Services,Real Estate & Utilities,"Utilities (Gas, Electricity, Water)",Maurizio-Gumprich-Platz 180 90474 Kaiserslautern,Germany,Anna Müller,True,Medium,Net 30,CTR-17c5936c94,0.0,25.0
SUP-ba631f31,PolyTech Resins GmbH,Direct Materials,Raw Materials,Plastics & Polymers,"Resins (PET, HDPE)",Scheelweg 7667 26376 Waren,Germany,Anna Müller,True,Low,Net 90,,255228.43,40.0
SUP-ef4f46f6,LuxGrain Supplies S.A.,Direct Materials,Raw Materials,Agricultural Products,Grains & Cereals,"5, avenue Dorothée Grégoire 19967 Perrier-les-Bains",Luxembourg,Jean Dupont,True,Low,Net 90,CTR-0b66c83171,0.0,0.0
SUP-931feccb,SysInt Solutions GmbH,Indirect Services and Materials,IT & Technology,Software,"Enterprise Applications (ERP, CRM, SCM)",Aziz-Hörle-Straße 1-9 10422 Herford,Germany,Hans Müller,True,High,Net 90,,120605.84999999999,40.0
SUP-e0898ba1,"Audit, Tax & Advisory Services GmbH",Indirect Services and Materials,Corporate & Professional Services,Financial Services,"Audit, Tax & Advisory Services",Aysel-Finke-Gasse 9423 75940 Kamenz,Germany,Max Mustermann,True,Low,Net 60,CTR-4c74c23b05,0.0,15.0
SUP-4c1f08d1,Incentives & Rewards Solutions SAS,Indirect Services and Materials,Marketing & Sales,Sales Support,Sales Incentive & Reward Programs,"1, avenue Victor Morin 41752 BaudryBourg",France,Sophie Dubois,True,Medium,Net 30,,559405.1699999999,10.0
SUP-09551065,Brennstoffkraftstoffe GmbH,Indirect Services and Materials,Marketing & Sales,Sales Support,Sales Training,Kreuselgasse 585 16511 Bogen,Germany,Anna Müller,False,Medium,Net 30,,25820.45,25.0
SUP-11db6a05,Mediabuying-Vertriebs GmbH,Indirect Services and Materials,Marketing & Sales,Marketing & Advertising,"Media Buying (Print, Broadcast, Digital)",Heringweg 90/24 45655 Dresden,Germany,Anna Müller,True,Medium,Net 30,,59164.42,25.0
SUP-405444bd,TechHire Solutions GmbH,Indirect Services and Materials,Corporate & Professional Services,Human Resources Services,HR Consulting & Technology,Henkallee 5/5 19620 Peine,Germany,Anna Schmidt,True,Medium,Net 30,CTR-13ab10d7ea,0.0,25.0
SUP-da7521c5,MediaMasters Global,Indirect Services and Materials,Marketing & Sales,Marketing & Advertising,"Media Buying (Print, Broadcast, Digital)","8517 Krēsliņa Drives Suite 580 Jurisburgh, NY 25983",Latvia,Jane Smith,True,Medium,Net 30,CTR-b199eee407,29329.23,10.0
SUP-8a852a91,Logistik Express GmbH,Indirect Services and Materials,Logistics,Transportation & Freight,Freight Forwarding & Customs Brokerage,Hannelore-Reinhardt-Gasse 4-1 13250 Neustrelitz,Germany,Hannelore Reinhardt,False,Medium,Net 60,CTR-4be2775716,8184.38,25.0
SUP-29578a91,Serpa Data Solutions,Indirect Services and Materials,IT & Technology,Hardware,"Data Center (Servers, Storage)","Avenida Sara Campos, 48 1603-432 Serpa",Portugal,Margarida Almeida,True,Medium,Net 60,,186344.89,10.0
SUP-f197b712,Hartmann Immobilien Leasing GmbH,Indirect Services and Materials,Facility Services,Real Estate & Utilities,Property Leases & Rent,Hartmannstr. 98-18 53012 Rothenburg ob der Tauber,Germany,Anna Müller,True,Low,Net 30,CTR-9f97554018,0.0,15.0
SUP-cc02327d,Innovative Training Solutions GmbH,Indirect Services and Materials,Corporate & Professional Services,Human Resources Services,Training & Development,Flantzgasse 0 85641 Kamenz,Germany,Anna Müller,True,Low,Net 30,,4407.52,15.0
SUP-b75de76a,AutoLease GmbH,Indirect Services and Materials,Logistics,Fleet Management,Vehicle Leasing & Purchase,Klappring 46/27 50011 Zossen,Germany,Anna Müller,True,Low,Net 60,CTR-938f22427b,0.0,15.0
SUP-07e79367,TechHire Solutions GmbH,Indirect Services and Materials,Corporate & Professional Services,Human Resources Services,HR Consulting & Technology,Reichmannplatz 9/4 27052 Hettstedt,Germany,Emma Schneider,True,Medium,Net 60,CTR-3cdea15bb3,5891.33,25.0
SUP-92b17376,Kittilä 3PL Solutions,Indirect Services and Materials,Logistics,Warehousing & Distribution,3rd Party Logistics (3PL) Services,Capellan puistokuja 502 67972 Kittilä,Finland,Jarmo Kallio,True,Low,Net 90,CTR-7175ce1896,0.0,0.0
SUP-ed48545a,Office Essentials GmbH,Indirect Services and Materials,Facility Services,Office Supplies & Services,Stationery & Consumables,Rohtring 49/45 46140 Marktheidenfeld,Germany,Anna Müller,False,High,Net 30,CTR-28d0445b93,34608.65,40.0
SUP-5ec76127,Tech Solutions Brasil,Indirect Services and Materials,IT & Technology,Hardware,"End-User Computing (Laptops, Desktops, Monitors)",Quadra Barros Vila Nova Cachoeirinha 1ª Seção 42472-071 Macedo do Amparo / CE,Brazil,Ana Maria Santos,True,Low,Net 60,CTR-d7847fe984,0.0,15.0
SUP-5776809b,TechAire Maintenance Solutions Romania,Indirect Services and Materials,Facility Services,Facility Management,Building Maintenance & HVAC,"Bulevardul Dima Nr. 60 Bl. 39  Sc. 19 Ap. 527 Brasov, 672348",Romania,Ana Maria Popescu,True,Low,Net 60,CTR-db760f6cee,0.0,0.0
SUP-70160bc7,OptiTech Audio-Visuell GmbH,Indirect Services and Materials,IT & Technology,Hardware,"Audio/Visual Equipment (Projectors, Conferencing Systems)",Mike-Dietz-Gasse 55/85 27924 Osterode am Harz,Germany,Michael Dietz,True,Low,Net 30,CTR-4e2897ebfd,0.0,15.0
SUP-380136b9,MediaMax Venezuela,Indirect Services and Materials,Marketing & Sales,Marketing & Advertising,"Media Buying (Print, Broadcast, Digital)","Ronda de Amor Baeza 8 Lleida, 34635",Venezuela,Carlos Mendez,True,Low,Net 30,CTR-9616cce774,40968.06,15.0
SUP-5cb58c2c,IP Innovations ApS,Indirect Services and Materials,Corporate & Professional Services,Legal Services,Intellectual Property & Patents,Tuxensvej 94 9951 Løgstør,Denmark,Mikael Jensen,True,Low,Net 60,,0.0,0.0
SUP-91256a2a,PostLogix Solutions GmbH,Indirect Services and Materials,Facility Services,Office Supplies & Services,Mail & Document Management,Finkering 165 82607 Ebersberg,Germany,Anna Müller,True,Low,Net 60,,13998.9,15.0
SUP-6326d672,Recycling Solution GmbH,Indirect Services and Materials,Facility Services,Real Estate & Utilities,Waste Management & Recycling,Werneckeweg 3-2 94241 Gransee,Germany,Anna Müller,True,Low,Net 90,CTR-fb75e0e4b4,28772.16,15.0
SUP-bf64e072,Bersens Versorgung GmbH,Indirect Services and Materials,Facility Services,Real Estate & Utilities,"Utilities (Gas, Electricity, Water)",Haufferstraße 3 76472 Bersenbrück,Germany,Anna Müller,True,Medium,Net 60,CTR-2dc7f41fe5,0.0,25.0
SUP-7a51c86f,ECO PCB Solutions GmbH,Direct Materials,Components & Sub-Assemblies,Electronic Components,Printed Circuit Boards (PCBs),Natalie-Gutknecht-Allee 493 58480 Oberviechtach,Germany,Michaela Schmidt,True,Low,Net 90,,110879.83,15.0
SUP-648fde45,HR&Finanz Services GmbH,Indirect Services and Materials,Corporate & Professional Services,Human Resources Services,Payroll & Benefits Administration,Junckenstraße 94-19 96727 Ludwigsburg,Germany,Anna Müller,True,Low,Net 60,CTR-56ab15c3da,0.0,15.0
SUP-d5070d29,SecureShield Consulting GmbH,Indirect Services and Materials,Facility Services,Security Services,Security Consulting & Risk Assessment,Lydia-Vollbrecht-Allee 36 83295 Kassel,Germany,Anna Becker,True,Low,Net 30,CTR-1524ceca0c,35413.64,15.0
SUP-3c5d0471,Portugal Travel Solutions,Indirect Services and Materials,Corporate Travel,Travel Management Services,Travel Management Companies (TMCs),"Alameda José Domingues dos Santos, 65 1765-661 Alcobaça",Portugal,Maria Silva,True,Low,Net 60,CTR-9ed3911e8e,779088.13,0.0
