employee_id,skill_id,proficiency_level,years_of_experience
EMP0176,SKILL032,Advanced,1.1
EMP0176,SKILL016,Advanced,3.9
EMP0176,SKILL021,Beginner,0.6
EMP0177,SKILL007,Expert,6.4
EMP0177,SKILL020,Expert,6.5
EMP0177,SKILL037,Intermediate,1.1
EMP0177,SKILL036,Beginner,0.9
EMP0177,SKILL011,Advanced,6.7
EMP0177,SKILL019,Advanced,8.7
EMP0177,SKILL045,Expert,6.0
EMP0178,SKILL025,Intermediate,5.1
EMP0178,SKILL007,Expert,5.7
EMP0178,SKILL020,Intermediate,3.7
EMP0178,SKILL011,Advanced,7.0
EMP0178,SKILL036,Expert,5.7
EMP0178,SKILL037,Advanced,3.1
EMP0178,SKILL019,Advanced,1.2
EMP0178,SKILL045,Advanced,4.1
EMP0179,SKILL011,Intermediate,2.8
EMP0179,SKILL043,Intermediate,4.1
EMP0179,SKILL023,Advanced,5.2
EMP0179,SKILL045,Expert,10.5
EMP0179,SKILL001,Advanced,8.7
EMP0179,SKILL017,Expert,4.3
EMP0179,SKILL021,Advanced,9.5
EMP0180,SKILL043,Expert,4.0
EMP0180,SKILL025,Advanced,3.6
EMP0180,SKILL020,Advanced,4.2
EMP0180,SKILL031,Expert,3.8
EMP0180,SKILL027,Advanced,3.6
EMP0180,SKILL023,Advanced,6.9
EMP0180,SKILL021,Expert,6.0
EMP0180,SKILL045,Advanced,3.7
EMP0180,SKILL032,Expert,8.0
EMP0180,SKILL042,Advanced,6.0
EMP0181,SKILL035,Advanced,3.8
EMP0181,SKILL031,Intermediate,2.4
EMP0181,SKILL029,Intermediate,1.9
EMP0181,SKILL024,Intermediate,0.8
EMP0181,SKILL033,Intermediate,1.2
EMP0181,SKILL023,Beginner,0.9
EMP0181,SKILL032,Advanced,3.2
EMP0181,SKILL034,Beginner,1.2
EMP0181,SKILL045,Intermediate,2.7
EMP0181,SKILL020,Intermediate,2.7
EMP0181,SKILL027,Intermediate,1.2
EMP0182,SKILL050,Advanced,2.9
EMP0182,SKILL020,Intermediate,2.7
EMP0182,SKILL037,Advanced,3.4
EMP0182,SKILL045,Advanced,3.4
EMP0182,SKILL036,Intermediate,0.7
EMP0183,SKILL002,Intermediate,3.8
EMP0183,SKILL045,Advanced,8.6
EMP0183,SKILL008,Expert,6.1
EMP0183,SKILL007,Intermediate,2.6
EMP0183,SKILL010,Expert,8.4
EMP0183,SKILL003,Expert,9.0
EMP0183,SKILL044,Intermediate,2.1
EMP0183,SKILL013,Expert,8.8
EMP0183,SKILL001,Advanced,3.9
EMP0184,SKILL042,Advanced,4.0
EMP0184,SKILL032,Beginner,0.6
EMP0184,SKILL027,Intermediate,1.5
EMP0184,SKILL045,Advanced,4.3
EMP0184,SKILL020,Advanced,4.4
EMP0185,SKILL020,Intermediate,3.3
EMP0185,SKILL035,Advanced,2.8
EMP0185,SKILL031,Advanced,3.2
EMP0185,SKILL029,Expert,3.1
EMP0185,SKILL033,Advanced,3.3
EMP0185,SKILL034,Beginner,1.5
EMP0185,SKILL045,Beginner,0.6
EMP0186,SKILL023,Expert,3.7
EMP0186,SKILL020,Advanced,2.7
EMP0186,SKILL031,Intermediate,2.4
EMP0186,SKILL024,Expert,4.1
EMP0186,SKILL040,Beginner,1.9
EMP0186,SKILL045,Intermediate,3.4
EMP0186,SKILL048,Beginner,2.2
EMP0186,SKILL027,Intermediate,4.3
EMP0186,SKILL032,Intermediate,2.4
EMP0187,SKILL045,Intermediate,2.0
EMP0187,SKILL010,Advanced,3.9
EMP0187,SKILL004,Intermediate,1.4
EMP0187,SKILL026,Advanced,3.9
EMP0187,SKILL011,Intermediate,1.4
EMP0187,SKILL016,Expert,7.9
EMP0187,SKILL043,Expert,8.4
EMP0187,SKILL021,Beginner,0.6
EMP0187,SKILL044,Expert,7.3
EMP0187,SKILL001,Advanced,3.4
EMP0188,SKILL045,Advanced,3.2
EMP0188,SKILL033,Advanced,5.4
EMP0188,SKILL020,Advanced,9.8
EMP0188,SKILL024,Advanced,3.9
EMP0188,SKILL035,Expert,9.5
EMP0188,SKILL034,Advanced,3.3
EMP0188,SKILL031,Expert,6.7
EMP0189,SKILL045,Intermediate,2.3
EMP0189,SKILL037,Advanced,5.2
EMP0189,SKILL020,Advanced,6.1
EMP0189,SKILL036,Advanced,9.0
EMP0189,SKILL007,Advanced,5.9
EMP0189,SKILL025,Expert,9.9
EMP0189,SKILL019,Advanced,9.2
EMP0190,SKILL045,Advanced,4.6
EMP0190,SKILL031,Expert,9.2
EMP0190,SKILL027,Expert,7.5
EMP0190,SKILL020,Advanced,6.3
EMP0190,SKILL049,Advanced,7.8
EMP0191,SKILL045,Intermediate,3.6
EMP0191,SKILL010,Expert,4.1
EMP0191,SKILL002,Advanced,4.6
EMP0191,SKILL025,Advanced,3.9
EMP0191,SKILL001,Advanced,3.6
EMP0191,SKILL007,Advanced,3.3
EMP0192,SKILL039,Beginner,1.9
EMP0192,SKILL018,Beginner,1.4
EMP0192,SKILL038,Beginner,1.2
EMP0192,SKILL028,Beginner,0.7
EMP0192,SKILL029,Advanced,1.1
EMP0193,SKILL018,Expert,7.0
EMP0193,SKILL029,Intermediate,5.7
EMP0193,SKILL039,Advanced,1.3
EMP0193,SKILL045,Advanced,5.3
EMP0193,SKILL020,Advanced,2.0
EMP0193,SKILL028,Intermediate,1.8
EMP0194,SKILL020,Intermediate,4.3
EMP0194,SKILL038,Expert,7.4
EMP0194,SKILL039,Expert,4.2
EMP0194,SKILL045,Expert,6.7
EMP0194,SKILL028,Advanced,6.6
EMP0194,SKILL029,Expert,8.4
EMP0195,SKILL023,Advanced,8.9
EMP0195,SKILL031,Beginner,1.8
EMP0195,SKILL043,Advanced,6.3
EMP0195,SKILL025,Advanced,3.7
EMP0195,SKILL021,Expert,6.4
EMP0195,SKILL042,Expert,9.4
EMP0195,SKILL027,Beginner,2.8
EMP0195,SKILL045,Intermediate,1.4
EMP0195,SKILL020,Advanced,4.7
EMP0196,SKILL010,Advanced,3.5
EMP0196,SKILL001,Expert,5.0
EMP0196,SKILL015,Expert,6.7
EMP0196,SKILL002,Beginner,0.7
EMP0196,SKILL011,Advanced,5.8
EMP0196,SKILL008,Advanced,3.2
EMP0197,SKILL020,Beginner,0.8
EMP0197,SKILL007,Beginner,0.9
EMP0197,SKILL023,Intermediate,2.5
EMP0197,SKILL037,Intermediate,2.7
EMP0197,SKILL011,Intermediate,0.9
EMP0197,SKILL025,Intermediate,1.9
EMP0198,SKILL019,Intermediate,2.9
EMP0198,SKILL011,Intermediate,5.0
EMP0198,SKILL025,Advanced,3.5
EMP0198,SKILL007,Intermediate,2.5
EMP0198,SKILL036,Beginner,1.7
EMP0198,SKILL020,Intermediate,1.6
EMP0199,SKILL041,Advanced,6.1
EMP0199,SKILL024,Advanced,3.7
EMP0199,SKILL040,Intermediate,1.5
EMP0199,SKILL031,Advanced,3.9
EMP0199,SKILL020,Intermediate,2.6
EMP0199,SKILL023,Advanced,3.0
EMP0199,SKILL050,Expert,5.1
EMP0199,SKILL027,Advanced,9.5
EMP0200,SKILL038,Intermediate,2.0
EMP0200,SKILL028,Advanced,1.2
EMP0200,SKILL018,Advanced,1.6
EMP0200,SKILL039,Advanced,2.3
EMP0200,SKILL045,Beginner,0.5
