invoiceNumber,supplierReference,dateCreated,paymentDueDate,totalPaymentDue,paymentStatus,late_payment_flag,poOrderNumber,glAccount,costCenter,invoiceText,postingDate
INV-de18e3a6,0276165681952,2024-07-01 03:17:38,2024-07-28 03:17:38,24907.56,Paid,False,PO-4e27323c75,GL-1167,CC-107,Invoice for PO PO-4e27323c75,2024-07-06 03:17:38
INV-02c7068b,7981622744998,2024-07-02 03:17:38,2024-07-28 03:17:38,18695.04,Paid,False,PO-4e27323c75,GL-1003,CC-107,Invoice for PO PO-4e27323c75,2024-07-08 03:17:38
INV-2ba4b825,9760351716333,2025-07-11 11:55:56,2025-09-08 11:55:56,68442.17,Overdue,False,PO-4e54ed4333,GL-1132,CC-102,Invoice for PO PO-4e54ed4333,2025-07-16 11:55:56
INV-7c4203b7,4318124618183,2025-07-14 11:55:56,2025-09-08 11:55:56,63419.97,Approved,False,PO-4e54ed4333,GL-1038,CC-102,Invoice for PO PO-4e54ed4333,2025-07-13 11:55:56
INV-020c10ea,3599784787094,2025-07-14 11:55:56,2025-09-08 11:55:56,73713.23,Received,False,PO-4e54ed4333,GL-1026,CC-102,Invoice for PO PO-4e54ed4333,2025-07-12 11:55:56
INV-a6d1285b,3091189334434,2025-09-28 23:15:54,2025-10-23 23:15:54,18726.48,Paid,False,PO-504d90ae1e,GL-1147,CC-150,Invoice for PO PO-504d90ae1e,2025-10-03 23:15:54
INV-8b63d70b,1324417567772,2025-09-26 23:15:54,2025-10-23 23:15:54,15445.27,Scheduled for Payment,False,PO-504d90ae1e,GL-1180,CC-150,Invoice for PO PO-504d90ae1e,2025-09-28 23:15:54
INV-d14cf913,7682086975132,2025-02-27 16:11:27,2025-04-27 16:11:27,60687.85,Paid,False,PO-50d0d2c926,GL-1067,CC-146,Invoice for PO PO-50d0d2c926,2025-03-05 16:11:27
INV-0a0b666e,8139082769993,2025-03-01 16:11:27,2025-04-27 16:11:27,51182.66,Paid,False,PO-50d0d2c926,GL-1051,CC-146,Invoice for PO PO-50d0d2c926,2025-03-01 16:11:27
INV-e92ce0d4,1216541517436,2024-01-17 09:35:10,2024-02-14 09:35:10,38901.01,Received,False,PO-51d9032cd8,GL-1170,CC-142,Invoice for PO PO-51d9032cd8,2024-01-23 09:35:10
INV-e56f0d7e,7273546942575,2024-01-18 09:35:10,2024-02-14 09:35:10,39314.66,Paid,False,PO-51d9032cd8,GL-1016,CC-142,Invoice for PO PO-51d9032cd8,2024-01-17 09:35:10
INV-d3e4e9e2,3628645288972,2024-01-18 09:35:10,2024-02-14 09:35:10,38332.6,Received,False,PO-51d9032cd8,GL-1062,CC-142,Invoice for PO PO-51d9032cd8,2024-01-23 09:35:10
INV-3931e12e,6265485932442,2024-03-21 18:49:21,2024-06-18 18:49:21,12396.85,Received,False,PO-5440974943,GL-1170,CC-161,Invoice for PO PO-5440974943,2024-03-30 18:49:21
INV-52701e2a,6925466129277,2024-03-24 18:49:21,2024-06-18 18:49:21,11906.02,Paid,False,PO-5440974943,GL-1154,CC-161,Invoice for PO PO-5440974943,2024-03-22 18:49:21
INV-c52f0b30,0228552294290,2024-03-25 18:49:21,2024-06-18 18:49:21,11515.32,Approved,False,PO-5440974943,GL-1129,CC-161,Invoice for PO PO-5440974943,2024-03-24 18:49:21
INV-f578d3db,4723005375299,2024-04-17 19:26:52,2024-06-13 19:26:52,48417.84,Approved,False,PO-554807b695,GL-1170,CC-149,Invoice for PO PO-554807b695,2024-04-15 19:26:52
INV-707e0057,9753075674515,2024-04-18 19:26:52,2024-06-13 19:26:52,45564.78,Received,False,PO-554807b695,GL-1155,CC-149,Invoice for PO PO-554807b695,2024-04-22 19:26:52
INV-805746a6,3073784517467,2025-05-25 08:53:39,2025-06-22 08:53:39,57958.42,Approved,False,PO-5559b5cd23,GL-1090,CC-137,Invoice for PO PO-5559b5cd23,2025-05-28 08:53:39
INV-0df20eb8,3391387065773,2023-10-26 07:06:41,2024-01-22 07:06:41,925.28,Overdue,False,PO-55965a4304,GL-1110,CC-118,Invoice for PO PO-55965a4304,2023-10-26 07:06:41
INV-edfa1874,4606043718290,2023-10-26 07:06:41,2024-01-22 07:06:41,892.21,Received,False,PO-55965a4304,GL-1026,CC-118,Invoice for PO PO-55965a4304,2023-10-29 07:06:41
INV-64560860,5153381348966,2023-10-29 07:06:41,2024-01-22 07:06:41,779.52,Approved,False,PO-55965a4304,GL-1120,CC-118,Invoice for PO PO-55965a4304,2023-10-29 07:06:41
INV-cc5a9977,1537897315645,2024-08-21 05:36:44,2024-11-16 05:36:44,43811.04,Approved,False,PO-561ad6961b,GL-1146,CC-172,Invoice for PO PO-561ad6961b,2024-08-20 05:36:44
INV-3a7c15d0,6295516281683,2025-08-22 08:27:00,2025-10-18 08:27:00,25611.77,Approved,False,PO-56d7bee39c,GL-1116,CC-137,Invoice for PO PO-56d7bee39c,2025-08-28 08:27:00
INV-436b619a,1442546734305,2025-08-24 08:27:00,2025-10-18 08:27:00,24302.11,Approved,False,PO-56d7bee39c,GL-1100,CC-137,Invoice for PO PO-56d7bee39c,2025-08-28 08:27:00
INV-2a3e9ac6,3514294524076,2025-05-03 06:09:47,2025-06-27 06:09:47,25221.37,Overdue,False,PO-58c021d62b,GL-1146,CC-122,Invoice for PO PO-58c021d62b,2025-04-29 06:09:47
INV-5d1710dc,4754542708134,2025-05-02 06:09:47,2025-06-27 06:09:47,27194.64,Received,False,PO-58c021d62b,GL-1064,CC-122,Invoice for PO PO-58c021d62b,2025-05-04 06:09:47
INV-b0f4fc3f,7749514200379,2025-04-30 06:09:47,2025-06-27 06:09:47,23205.96,Paid,False,PO-58c021d62b,GL-1131,CC-122,Invoice for PO PO-58c021d62b,2025-04-29 06:09:47
INV-c0f943d7,0296646450648,2024-09-17 02:53:33,2024-12-15 02:53:33,43178.14,Rejected,False,PO-5a20f9fc30,GL-1048,CC-145,Invoice for PO PO-5a20f9fc30,2024-09-26 02:53:33
INV-91fa2840,8267248019634,2024-09-21 02:53:33,2024-12-15 02:53:33,42024.99,Overdue,False,PO-5a20f9fc30,GL-1155,CC-145,Invoice for PO PO-5a20f9fc30,2024-09-20 02:53:33
INV-065cadb9,2272669270799,2024-09-18 02:53:33,2024-12-15 02:53:33,49088.82,Overdue,False,PO-5a20f9fc30,GL-1188,CC-145,Invoice for PO PO-5a20f9fc30,2024-09-21 02:53:33
INV-76118f1c,1626875210550,2024-07-01 23:37:21,2024-09-24 23:37:21,45114.65,Paid,False,PO-5b9734e583,GL-1013,CC-162,Invoice for PO PO-5b9734e583,2024-07-02 23:37:21
INV-e8be8280,3026757215433,2024-07-01 23:37:21,2024-09-24 23:37:21,42636.66,Approved,False,PO-5b9734e583,GL-1152,CC-162,Invoice for PO PO-5b9734e583,2024-06-29 23:37:21
INV-5cb42435,8765500923991,2024-06-30 23:37:21,2024-09-24 23:37:21,50887.94,Approved,False,PO-5b9734e583,GL-1120,CC-162,Invoice for PO PO-5b9734e583,2024-06-29 23:37:21
INV-27ae9d76,1403930113472,2025-01-23 17:24:52,2025-02-17 17:24:52,8212.82,Overdue,False,PO-5bc690ed92,GL-1006,CC-129,Invoice for PO PO-5bc690ed92,2025-01-20 17:24:52
INV-ddb99208,6435323482860,2025-01-20 17:24:52,2025-02-17 17:24:52,7676.27,Approved,False,PO-5bc690ed92,GL-1085,CC-129,Invoice for PO PO-5bc690ed92,2025-01-22 17:24:52
INV-7b04dfd6,2219531152791,2025-01-23 17:24:52,2025-02-17 17:24:52,6544.28,Approved,False,PO-5bc690ed92,GL-1033,CC-129,Invoice for PO PO-5bc690ed92,2025-01-27 17:24:52
INV-2244137c,5889925047070,2025-05-05 17:13:33,2025-05-31 17:13:33,21678.38,Paid,True,PO-5c51d3f8c2,GL-1172,CC-110,Invoice for PO PO-5c51d3f8c2,2025-05-03 17:13:33
INV-2e80f3dc,6570271971346,2025-05-03 17:13:33,2025-05-31 17:13:33,25043.53,Paid,False,PO-5c51d3f8c2,GL-1051,CC-110,Invoice for PO PO-5c51d3f8c2,2025-05-08 17:13:33
INV-d9162c3e,2927750623625,2025-06-08 23:24:42,2025-08-05 23:24:42,42400.12,Approved,False,PO-5ce1d96257,GL-1124,CC-160,Invoice for PO PO-5ce1d96257,2025-06-07 23:24:42
INV-95e197d0,9554540493606,2025-06-10 23:24:42,2025-08-05 23:24:42,41784.05,Approved,False,PO-5ce1d96257,GL-1034,CC-160,Invoice for PO PO-5ce1d96257,2025-06-08 23:24:42
INV-caa724c9,9266696345844,2025-06-09 23:24:42,2025-08-05 23:24:42,47479.7,Received,False,PO-5ce1d96257,GL-1082,CC-160,Invoice for PO PO-5ce1d96257,2025-06-08 23:24:42
INV-77531e78,5342485872563,2024-09-03 13:16:53,2024-10-28 13:16:53,64853.86,Paid,False,PO-5d0deb8e9e,GL-1097,CC-135,Invoice for PO PO-5d0deb8e9e,2024-08-31 13:16:53
INV-91f940ac,8072129836763,2024-08-31 13:16:53,2024-10-28 13:16:53,67540.94,Approved,False,PO-5d0deb8e9e,GL-1038,CC-135,Invoice for PO PO-5d0deb8e9e,2024-08-31 13:16:53
INV-1c786b2b,7490557475773,2025-02-22 06:39:04,2025-04-19 06:39:04,139617.56,Paid,False,PO-6011b1df4c,GL-1173,CC-151,Invoice for PO PO-6011b1df4c,2025-02-19 06:39:04
INV-d1505c0c,6612448695096,2024-01-20 14:43:20,2024-04-15 14:43:20,138667.35,Received,False,PO-607cc95062,GL-1191,CC-101,Invoice for PO PO-607cc95062,2024-01-24 14:43:20
INV-ad51a81d,5095062928282,2025-03-03 05:35:01,2025-03-31 05:35:01,160849.67,Paid,False,PO-60a01b14e0,GL-1045,CC-176,Invoice for PO PO-60a01b14e0,2025-03-11 05:35:01
INV-70aefdd6,5145925325618,2024-11-17 06:04:57,2025-01-14 06:04:57,7875.57,Approved,False,PO-61008a5f04,GL-1125,CC-177,Invoice for PO PO-61008a5f04,2024-11-16 06:04:57
INV-88cc4542,3955508612699,2024-11-19 06:04:57,2025-01-14 06:04:57,6900.51,Received,False,PO-61008a5f04,GL-1064,CC-177,Invoice for PO PO-61008a5f04,2024-11-19 06:04:57
INV-70c07c69,9249042970945,2025-07-14 02:04:51,2025-08-09 02:04:51,6615.48,Paid,False,PO-6196faf9f5,GL-1188,CC-158,Invoice for PO PO-6196faf9f5,2025-07-12 02:04:51
INV-9b51363d,9239443566243,2025-07-12 02:04:51,2025-08-09 02:04:51,6441.51,Overdue,False,PO-6196faf9f5,GL-1165,CC-158,Invoice for PO PO-6196faf9f5,2025-07-15 02:04:51
INV-dd180b4e,5734563400049,2025-07-11 02:04:51,2025-08-09 02:04:51,8352.32,Received,False,PO-6196faf9f5,GL-1054,CC-158,Invoice for PO PO-6196faf9f5,2025-07-13 02:04:51
INV-6a62e0de,0540576333268,2024-01-09 07:06:23,2024-03-08 07:06:23,30959.98,Received,False,PO-6273b1ae8f,GL-1169,CC-100,Invoice for PO PO-6273b1ae8f,2024-01-14 07:06:23
INV-2558bc20,4790940469291,2024-11-25 09:24:34,2025-02-20 09:24:34,18763.89,Approved,False,PO-632ee095f7,GL-1199,CC-165,Invoice for PO PO-632ee095f7,2024-12-02 09:24:34
INV-839813b1,6425402755879,2024-11-25 09:24:34,2025-02-20 09:24:34,18295.41,Paid,False,PO-632ee095f7,GL-1016,CC-165,Invoice for PO PO-632ee095f7,2024-12-02 09:24:34
INV-7af1fd2c,5022915617871,2024-11-23 09:24:34,2025-02-20 09:24:34,23361.18,Overdue,False,PO-632ee095f7,GL-1042,CC-165,Invoice for PO PO-632ee095f7,2024-11-25 09:24:34
INV-5232f353,4376231325233,2024-12-03 10:43:37,2024-12-29 10:43:37,1092.16,Rejected,False,PO-63c84cf6a0,GL-1197,CC-171,Invoice for PO PO-63c84cf6a0,2024-12-05 10:43:37
INV-a17fe90a,6488807749539,2024-11-30 10:43:37,2024-12-29 10:43:37,1010.06,Approved,False,PO-63c84cf6a0,GL-1170,CC-171,Invoice for PO PO-63c84cf6a0,2024-12-05 10:43:37
INV-93db551d,7376397533241,2024-12-04 10:43:37,2024-12-29 10:43:37,1003.54,Approved,False,PO-63c84cf6a0,GL-1128,CC-171,Invoice for PO PO-63c84cf6a0,2024-12-04 10:43:37
INV-edf08384,8420754507518,2025-05-16 05:11:48,2025-06-12 05:11:48,26528.53,Paid,False,PO-63f4a0b92c,GL-1146,CC-144,Invoice for PO PO-63f4a0b92c,2025-05-23 05:11:48
INV-7c1ca13d,2348203850342,2025-05-14 05:11:48,2025-06-12 05:11:48,29616.31,Received,False,PO-63f4a0b92c,GL-1044,CC-144,Invoice for PO PO-63f4a0b92c,2025-05-20 05:11:48
INV-e844e12f,8151168358402,2025-05-14 05:11:48,2025-06-12 05:11:48,25310.24,Paid,False,PO-63f4a0b92c,GL-1126,CC-144,Invoice for PO PO-63f4a0b92c,2025-05-18 05:11:48
INV-e2e2926d,7367873665129,2025-08-21 07:24:49,2025-11-15 07:24:49,13288.23,Approved,False,PO-64ec30f68b,GL-1139,CC-108,Invoice for PO PO-64ec30f68b,2025-08-21 07:24:49
INV-7c61f345,1489852437261,2025-08-19 07:24:49,2025-11-15 07:24:49,14609.27,Scheduled for Payment,False,PO-64ec30f68b,GL-1126,CC-108,Invoice for PO PO-64ec30f68b,2025-08-21 07:24:49
INV-b8e09ad3,4983953672264,2025-04-27 17:19:37,2025-06-23 17:19:37,27743.54,Overdue,False,PO-666a2e963e,GL-1061,CC-166,Invoice for PO PO-666a2e963e,2025-05-01 17:19:37
INV-228a5447,1818740091245,2025-04-26 17:19:37,2025-06-23 17:19:37,27572.5,Received,False,PO-666a2e963e,GL-1132,CC-166,Invoice for PO PO-666a2e963e,2025-04-25 17:19:37
INV-4618306a,1701109780662,2024-02-09 04:15:52,2024-04-05 04:15:52,47911.08,Overdue,False,PO-66921b4999,GL-1193,CC-148,Invoice for PO PO-66921b4999,2024-02-13 04:15:52
INV-709721e7,5186973597053,2024-02-08 04:15:52,2024-04-05 04:15:52,55526.4,Paid,False,PO-66921b4999,GL-1119,CC-148,Invoice for PO PO-66921b4999,2024-02-12 04:15:52
INV-0ef4a0fa,2019047391598,2024-06-27 22:50:12,2024-09-23 22:50:12,67262.52,Overdue,False,PO-66aa11ce1b,GL-1108,CC-164,Invoice for PO PO-66aa11ce1b,2024-07-05 22:50:12
INV-25b62e0c,8018189153976,2024-06-29 22:50:12,2024-09-23 22:50:12,61726.87,Approved,False,PO-66aa11ce1b,GL-1058,CC-164,Invoice for PO PO-66aa11ce1b,2024-06-29 22:50:12
INV-1c66b2fa,2651578472621,2024-06-30 22:50:12,2024-09-23 22:50:12,55763.29,Approved,False,PO-66aa11ce1b,GL-1039,CC-164,Invoice for PO PO-66aa11ce1b,2024-07-02 22:50:12
INV-02717f6f,5544684481717,2024-07-15 03:54:16,2024-09-11 03:54:16,91657.4,Overdue,False,PO-66fbc1d587,GL-1110,CC-136,Invoice for PO PO-66fbc1d587,2024-07-20 03:54:16
INV-e4f03331,5397027713514,2025-07-18 18:58:25,2025-08-14 18:58:25,23510.3,Overdue,False,PO-673c48f3d3,GL-1044,CC-108,Invoice for PO PO-673c48f3d3,2025-07-24 18:58:25
INV-a9e16f19,3510429963666,2025-07-17 18:58:25,2025-08-14 18:58:25,25492.24,Overdue,False,PO-673c48f3d3,GL-1187,CC-108,Invoice for PO PO-673c48f3d3,2025-07-18 18:58:25
INV-b228560f,5931577929003,2025-07-19 18:58:25,2025-08-14 18:58:25,22135.01,Received,False,PO-673c48f3d3,GL-1022,CC-108,Invoice for PO PO-673c48f3d3,2025-07-18 18:58:25
INV-ffd16df3,6079511585652,2025-05-23 19:15:51,2025-07-20 19:15:51,75451.24,Overdue,False,PO-6770e3e1d4,GL-1137,CC-179,Invoice for PO PO-6770e3e1d4,2025-05-30 19:15:51
INV-7cc8d3d4,9587114220865,2025-09-22 07:30:43,2025-11-20 07:30:43,65255.4,Received,False,PO-68f0ed27eb,GL-1186,CC-157,Invoice for PO PO-68f0ed27eb,2025-10-01 07:30:43
INV-0a85bc36,5791567702487,2025-09-25 07:30:43,2025-11-20 07:30:43,54374.32,Rejected,False,PO-68f0ed27eb,GL-1032,CC-157,Invoice for PO PO-68f0ed27eb,2025-09-26 07:30:43
INV-52e4bdee,0197079859834,2024-06-09 14:43:25,2024-07-06 14:43:25,30918.2,Approved,False,PO-69d4b5eb7b,GL-1098,CC-111,Invoice for PO PO-69d4b5eb7b,2024-06-07 14:43:25
INV-e180a384,6391722314020,2024-06-11 14:43:25,2024-07-06 14:43:25,32420.54,Overdue,False,PO-69d4b5eb7b,GL-1138,CC-111,Invoice for PO PO-69d4b5eb7b,2024-06-07 14:43:25
INV-9bf4766b,8874087834030,2024-08-13 18:44:54,2024-11-06 18:44:54,22502.5,Received,False,PO-6a200937d0,GL-1184,CC-115,Invoice for PO PO-6a200937d0,2024-08-09 18:44:54
INV-5071cf16,0227928120836,2024-08-10 18:44:54,2024-11-06 18:44:54,21258.57,Overdue,False,PO-6a200937d0,GL-1007,CC-115,Invoice for PO PO-6a200937d0,2024-08-11 18:44:54
INV-c0a574f8,5979682547507,2024-08-11 18:44:54,2024-11-06 18:44:54,25281.29,Overdue,False,PO-6a200937d0,GL-1119,CC-115,Invoice for PO PO-6a200937d0,2024-08-09 18:44:54
INV-64eb3d55,3091612386702,2024-02-04 10:22:24,2024-04-03 10:22:24,46411.94,Overdue,False,PO-6a5f51ac29,GL-1076,CC-149,Invoice for PO PO-6a5f51ac29,2024-02-06 10:22:24
INV-f1d76dfe,3735087055069,2024-04-03 17:14:16,2024-04-30 17:14:16,53990.25,Approved,False,PO-6c33d8451f,GL-1056,CC-134,Invoice for PO PO-6c33d8451f,2024-04-07 17:14:16
INV-293b3d82,1021358746364,2024-04-03 17:14:16,2024-04-30 17:14:16,49143.71,Overdue,False,PO-6c33d8451f,GL-1186,CC-134,Invoice for PO PO-6c33d8451f,2024-04-03 17:14:16
INV-c7293065,3164012807525,2024-12-30 07:51:53,2025-03-26 07:51:53,2818.38,Paid,False,PO-6cabb74122,GL-1037,CC-170,Invoice for PO PO-6cabb74122,2024-12-31 07:51:53
INV-971c4605,8866839313757,2024-12-30 07:51:53,2025-03-26 07:51:53,2420.37,Paid,False,PO-6cabb74122,GL-1079,CC-170,Invoice for PO PO-6cabb74122,2024-12-29 07:51:53
INV-5d5b9fa7,1187689990286,2024-02-01 02:09:00,2024-04-29 02:09:00,4421.36,Paid,False,PO-6d5e2e6633,GL-1005,CC-102,Invoice for PO PO-6d5e2e6633,2024-02-05 02:09:00
INV-8a3e2fdd,7791732831842,2024-02-01 02:09:00,2024-04-29 02:09:00,3963.57,Received,False,PO-6d5e2e6633,GL-1151,CC-102,Invoice for PO PO-6d5e2e6633,2024-02-02 02:09:00
INV-674e3733,9617600536078,2024-02-04 02:09:00,2024-04-29 02:09:00,4788.93,Approved,False,PO-6d5e2e6633,GL-1004,CC-102,Invoice for PO PO-6d5e2e6633,2024-02-04 02:09:00
INV-e441fa4d,5886647994392,2024-05-19 16:11:15,2024-06-15 16:11:15,24562.73,Paid,False,PO-6e22de013a,GL-1144,CC-179,Invoice for PO PO-6e22de013a,2024-05-18 16:11:15
INV-0cf792af,6428330931131,2024-05-18 16:11:15,2024-06-15 16:11:15,23162.12,Received,False,PO-6e22de013a,GL-1025,CC-179,Invoice for PO PO-6e22de013a,2024-05-22 16:11:15
INV-548cb0a8,5668179470298,2024-08-31 07:55:55,2024-11-25 07:55:55,69985.13,Received,False,PO-70637209c7,GL-1064,CC-106,Invoice for PO PO-70637209c7,2024-08-31 07:55:55
INV-12c664bf,1334646881570,2025-03-19 20:05:10,2025-04-17 20:05:10,41438.69,Received,False,PO-7070b79d26,GL-1165,CC-109,Invoice for PO PO-7070b79d26,2025-03-21 20:05:10
INV-674bc907,0174388401176,2025-03-20 20:05:10,2025-04-17 20:05:10,34182.74,Received,False,PO-7070b79d26,GL-1005,CC-109,Invoice for PO PO-7070b79d26,2025-03-22 20:05:10
INV-634e2bc1,1640456481641,2025-02-23 20:31:47,2025-04-23 20:31:47,31114.28,Approved,False,PO-71494bf7dd,GL-1109,CC-180,Invoice for PO PO-71494bf7dd,2025-03-04 20:31:47
INV-a0ff17a2,6386356706242,2025-02-24 20:31:47,2025-04-23 20:31:47,28048.72,Received,False,PO-71494bf7dd,GL-1110,CC-180,Invoice for PO PO-71494bf7dd,2025-02-27 20:31:47
INV-6583d52d,8401599755753,2025-09-15 18:35:25,2025-11-11 18:35:25,4806.18,Received,False,PO-71999fd8dc,GL-1101,CC-174,Invoice for PO PO-71999fd8dc,2025-09-20 18:35:25
INV-c3c0a1ce,2215555366787,2025-09-16 18:35:25,2025-11-11 18:35:25,4657.74,Paid,False,PO-71999fd8dc,GL-1059,CC-174,Invoice for PO PO-71999fd8dc,2025-09-13 18:35:25
INV-e039655d,1073773228765,2025-09-13 18:35:25,2025-11-11 18:35:25,4991.45,Paid,False,PO-71999fd8dc,GL-1070,CC-174,Invoice for PO PO-71999fd8dc,2025-09-21 18:35:25
INV-ebfec822,0600061159763,2024-08-15 09:54:37,2024-09-09 09:54:37,49891.53,Rejected,False,PO-74246e2488,GL-1181,CC-133,Invoice for PO PO-74246e2488,2024-08-17 09:54:37
INV-f2bb25f9,0296875155406,2025-07-19 09:33:58,2025-09-13 09:33:58,111437.29,Overdue,False,PO-74786ac895,GL-1018,CC-152,Invoice for PO PO-74786ac895,2025-07-16 09:33:58
INV-2fffc024,7853482711178,2025-01-15 08:42:52,2025-04-12 08:42:52,59150.5,Paid,False,PO-75a5b08999,GL-1135,CC-122,Invoice for PO PO-75a5b08999,2025-01-20 08:42:52
INV-d2eb4693,8250360593182,2024-04-15 00:30:49,2024-05-14 00:30:49,33129.73,Overdue,False,PO-760e278160,GL-1074,CC-162,Invoice for PO PO-760e278160,2024-04-19 00:30:49
INV-caad18fd,7471153695307,2024-04-18 00:30:49,2024-05-14 00:30:49,33680.52,Received,False,PO-760e278160,GL-1005,CC-162,Invoice for PO PO-760e278160,2024-04-21 00:30:49
INV-57eca016,5573353602382,2024-04-16 00:30:49,2024-05-14 00:30:49,36858.18,Approved,False,PO-760e278160,GL-1152,CC-162,Invoice for PO PO-760e278160,2024-04-16 00:30:49
INV-8ba6ca83,3064633459670,2024-07-04 14:41:06,2024-08-28 14:41:06,226323.42,Paid,False,PO-774ff217a9,GL-1153,CC-112,Invoice for PO PO-774ff217a9,2024-07-07 14:41:06
INV-604f6388,6383750348214,2023-11-08 01:53:33,2023-12-05 01:53:33,29577.32,Approved,False,PO-78697ca49c,GL-1040,CC-137,Invoice for PO PO-78697ca49c,2023-11-14 01:53:33
INV-785ed6a2,4702645223047,2023-11-10 01:53:33,2023-12-05 01:53:33,32006.6,Approved,False,PO-78697ca49c,GL-1189,CC-137,Invoice for PO PO-78697ca49c,2023-11-13 01:53:33
INV-993387a2,1584172616355,2023-11-09 01:53:33,2023-12-05 01:53:33,32020.54,Approved,False,PO-78697ca49c,GL-1181,CC-137,Invoice for PO PO-78697ca49c,2023-11-14 01:53:33
INV-9feef8f4,0614255808795,2025-03-19 12:25:30,2025-05-14 12:25:30,2428.4,Paid,False,PO-786d924f9b,GL-1193,CC-126,Invoice for PO PO-786d924f9b,2025-03-18 12:25:30
INV-a13fb462,2803713500472,2025-03-20 12:25:30,2025-05-14 12:25:30,2007.76,Paid,False,PO-786d924f9b,GL-1067,CC-126,Invoice for PO PO-786d924f9b,2025-03-19 12:25:30
INV-7115d9ec,7692623032747,2024-10-06 13:34:47,2024-11-01 13:34:47,26061.24,Received,False,PO-78a46e4ad2,GL-1173,CC-146,Invoice for PO PO-78a46e4ad2,2024-10-07 13:34:47
INV-2dfef027,9338814738002,2024-10-05 13:34:47,2024-11-01 13:34:47,25573.75,Paid,False,PO-78a46e4ad2,GL-1176,CC-146,Invoice for PO PO-78a46e4ad2,2024-10-03 13:34:47
INV-ca9a61e0,0710042444389,2024-10-07 13:34:47,2024-11-01 13:34:47,32869.29,Approved,False,PO-78a46e4ad2,GL-1168,CC-146,Invoice for PO PO-78a46e4ad2,2024-10-03 13:34:47
INV-b1d4ea38,1299590829033,2025-08-01 20:25:32,2025-08-28 20:25:32,86551.77,Received,False,PO-793a072c5b,GL-1139,CC-169,Invoice for PO PO-793a072c5b,2025-08-05 20:25:32
INV-6b481967,4123853956228,2025-05-14 14:36:33,2025-06-10 14:36:33,55543.96,Paid,False,PO-7a837a480a,GL-1079,CC-172,Invoice for PO PO-7a837a480a,2025-05-21 14:36:33
INV-7bcf01a7,0400414284728,2024-04-22 05:38:15,2024-07-18 05:38:15,82892.74,Overdue,False,PO-7bd9195e31,GL-1019,CC-123,Invoice for PO PO-7bd9195e31,2024-04-28 05:38:15
INV-65520737,1522138721552,2025-10-04 09:23:14,2025-10-31 09:23:14,84417.15,Paid,True,PO-7d3c1853bc,GL-1124,CC-110,Invoice for PO PO-7d3c1853bc,2025-10-06 09:23:14
INV-28d3909f,9161112359217,2025-10-05 09:23:14,2025-10-31 09:23:14,72271.93,Received,False,PO-7d3c1853bc,GL-1033,CC-110,Invoice for PO PO-7d3c1853bc,2025-10-02 09:23:14
INV-0fa77b0a,4774322009152,2023-11-22 18:41:39,2024-01-19 18:41:39,85303.84,Received,False,PO-7da3a63b0f,GL-1090,CC-155,Invoice for PO PO-7da3a63b0f,2023-11-26 18:41:39
INV-cf04d925,7314279245936,2025-02-02 10:32:52,2025-03-31 10:32:52,4589.84,Received,False,PO-7dd9b4099d,GL-1191,CC-155,Invoice for PO PO-7dd9b4099d,2025-02-06 10:32:52
INV-6254d94b,4372643554537,2025-02-01 10:32:52,2025-03-31 10:32:52,4894.15,Received,False,PO-7dd9b4099d,GL-1197,CC-155,Invoice for PO PO-7dd9b4099d,2025-02-09 10:32:52
INV-ab1e66cb,5603136980786,2025-02-04 10:32:52,2025-03-31 10:32:52,4794.86,Overdue,False,PO-7dd9b4099d,GL-1178,CC-155,Invoice for PO PO-7dd9b4099d,2025-02-07 10:32:52
INV-9f10786e,2982414742159,2024-10-24 19:33:32,2024-11-20 19:33:32,52164.43,Received,False,PO-7e5bbfd199,GL-1193,CC-171,Invoice for PO PO-7e5bbfd199,2024-10-29 19:33:32
INV-e0a2ffe8,0584704922009,2024-02-15 14:16:51,2024-04-12 14:16:51,6279.29,Paid,True,PO-7f560d7577,GL-1180,CC-121,Invoice for PO PO-7f560d7577,2024-02-20 14:16:51
INV-e37a4804,0273234905704,2024-02-16 14:16:51,2024-04-12 14:16:51,7415.59,Paid,True,PO-7f560d7577,GL-1005,CC-121,Invoice for PO PO-7f560d7577,2024-02-19 14:16:51
INV-2a5ac10f,5139082120919,2024-02-13 14:16:51,2024-04-12 14:16:51,7110.49,Received,False,PO-7f560d7577,GL-1141,CC-121,Invoice for PO PO-7f560d7577,2024-02-18 14:16:51
INV-729eedac,1540853308407,2024-12-04 10:12:41,2024-12-29 10:12:41,18894.59,Paid,False,PO-7fc81b2a2a,GL-1049,CC-146,Invoice for PO PO-7fc81b2a2a,2024-12-01 10:12:41
INV-8217e433,9690752132503,2024-12-03 10:12:41,2024-12-29 10:12:41,16879.68,Received,False,PO-7fc81b2a2a,GL-1030,CC-146,Invoice for PO PO-7fc81b2a2a,2024-12-07 10:12:41
INV-c9cd9e07,6839682052205,2024-12-04 10:12:41,2024-12-29 10:12:41,17154.84,Approved,False,PO-7fc81b2a2a,GL-1066,CC-146,Invoice for PO PO-7fc81b2a2a,2024-12-07 10:12:41
INV-8c73de55,5003427748260,2024-04-27 18:35:56,2024-05-25 18:35:56,68277.77,Overdue,False,PO-7fe1aeea0c,GL-1000,CC-178,Invoice for PO PO-7fe1aeea0c,2024-05-02 18:35:56
